# Protein-1,# Protein-2
TRAILR1,CASP8
TRAILR1,FADD
TRAILR1,NFKB1
TRAILR1,TP53
TRAILR1,TRADD
TRIP,CTNNB1
TRIP,EGFR
TRIP,ETS1
TRUSS,APH1A
TRUSS,APP
TRUSS,CTNNB1
TRUSS,MYC
TRUSS,NCOR1
TRUSS,PSEN1
TRUSS,PSEN2
TRUSS,TRADD
TRUSS,TRAF2
UBC9,CASP3
UBC9,DSP
UBC9,GAS1
UBC9,STAT5A
UBCH5B,CUL1
UBCH5B,SUMO1
UBCH5B,UBE3A
UBCH5C,PPP2CA
UBCH5C,RAN
UBE3A,HDAC1
UBE3A,MCM7
UBE3A,RBBP7
UBE3A,SAP18
UBE3A,SIN3A
UBE3A,TP53
UBE3A,UBE2L3
USP9,CCND1
USP9,SUMO1
USP9,SUMO2
VDR,STAT3
VIM,CREBBP
VIM,PRKAR1A
YES,ABL1
YES,CBLB
YES,CTNND1
YES,EGF
YES,EGFR
YES,GRB7
YES,MAPK14
YES,PLCG1
YES,RAC1
ZIN,STAT3
ZIN,UBE2L3
ZNF216,RELA
ZNF216,TRAF6
