# Protein-1,# Protein-2
FBL,PRMT1
FBL,PSMD3
FBXW7,RBX1
FGR,ABL1
FGR,CASP8
FGR,CDC42
FGR,FYN
FGR,GIT1
FGR,GJA1
FGR,GRB10
FGR,GRB2
FGR,JAK1
FGR,JAK2
FGR,KIT
FGR,LYN
FGR,MET
FGR,NCK2
FGR,PIK3R2
FGR,PLCG1
FGR,PLD2
FGR,PRKCA
FGR,PRKCG
FGR,PTEN
FGR,PTK2
FGR,PTPN12
FGR,RAC1
FGR,SHC1
FGR,SOCS5
FGR,SRC
FGR,STAT1
FGR,STAT2
FGR,STAT3
FGR,STAT5B
FGR,VAV2
FGR,WASL
FHL2,BRCA1
FHL2,CCND1
FHL2,CDH1
FHL2,CREBBP
FHL2,CTNNB1
FHL2,HIPK2
FHL2,NFKB1
FHL2,PSEN2
FHL2,PTK2
FHL2,SMAD2
FHL2,SMAD3
FHL2,SMAD4
FHL2,TP53
FKBP12,CCNB1
FKBP12,FYN
FKBP12,PSEN1
FKBP12,RAF1
FKBP12,SMAD2
FKBP51,CDC25A
FKBP51,EIF3S2
FKBP51,FZR1
FKBP51,SMAD3
FLIP,APC
FLIP,CASP8
FLIP,CASP9
FLIP,CDK7
FLIP,FADD
FLIP,FAF1
FLIP,FYN
FLIP,IKBKG
FLIP,NOTCH2
FLIP,NRAS
FLIP,PSEN1
FLIP,PSMD12
FLIP,RIPK1
FLIP,STUB1
FLIP,SVIL
FLIP,TGFB1
FLIP,TRADD
FLIP,TRAF1
FLIP,TRAF2
FLIP,TRAF5
FLNA,FYN
FLNA,NOTCH2
FOS,CAMK2A
FOS,CREBBP
FOS,HDAC1
FOS,HDAC2
FOS,JAK2
FOS,JUNB
FOS,JUND
FOS,NCOA3
FOS,PRKCA
FOS,RAF1
FOS,RELA
FOS,RIPK1
FOS,SMAD2
FOS,SMAD3
FOS,SMAD4
FOS,STAT1
FOS,STAT3
FOS,STAT5B
FOS,ZFHX1B
FOXO4,APC
FOXO4,CREBBP
FOXO4,RAN
FOXO4,SMAD2
FOXO4,ZFHX1B
FRP2,FZD6
FYN,APC
FYN,CDC42
FYN,CREBBP
FYN,FES
FYN,GJA1
FYN,GRB10
FYN,GRB2
FYN,HD
FYN,HES1
FYN,HSPA8
FYN,JAK1
FYN,JAK2
FYN,KIT
FYN,KRT18
FYN,LYN
FYN,MEF2A
FYN,MET
FYN,NCK2
FYN,NRAS
FYN,PIK3CB
FYN,PIK3R2
FYN,PKN1
FYN,PKN2
FYN,PLCG1
FYN,PPP2CA
FYN,PRKCA
FYN,PRKCD
FYN,PRKCG
FYN,PRKCZ
FYN,PSEN1
FYN,PSEN2
FYN,PTEN
FYN,PTK2
FYN,PTPN12
FYN,RAC1
FYN,RAF1
FYN,RELA
FYN,RPL8
FYN,SHC1
FYN,SOCS5
FYN,SRC
FYN,STAT1
FYN,STAT2
FYN,STAT3
FYN,STAT5B
FYN,TGFB1
FYN,TGFBR2
FYN,TRAF1
FYN,VIM
FYN,WASL
FZR1,ID3
G3BP2,RELA
G3BP2,RPL8
GAB2,GRB2
GAB2,PRKCA
GAB2,RELA
GAB2,SMAD3
GAPDH,APP
GAPDH,MYC
GAPDH,PLD2
GAS1,GLI1
GAS1,HHIP
GAS1,MYC
GIPC,AKT1
GIPC,CLTC
GIPC,DAB2
GIPC,ENG
GIPC,ITGA6
GIPC,PRKCA
GIPC,RAC1
GIT1,GRB2
GIT1,KPNB1
GIT1,MCM7
GIT1,NUP153
GJA1,LYN
GJA1,RAF1
GLG1,WASL
GP130,EGFR
GP130,ERBB2
GP130,FYN
GP130,JAK1
GP130,JAK2
GP130,LYN
GP130,NRAS
GP130,STAT1
GP130,STAT5B
GRB2,CDC42
GRB2,GRB10
GRB2,JAK1
GRB2,JAK2
GRB2,JUP
GRB2,KIT
GRB2,LYN
GRB2,MET
GRB2,NCK2
GRB2,PIK3R2
GRB2,PLCG1
GRB2,PRKCA
GRB2,PRKCG
GRB2,PTK2
GRB2,PTPN12
GRB2,RAC1
GRB2,RAF1
GRB2,RANBP9
GRB2,RELA
GRB2,SHC1
GRB2,SOS2
GRB2,SRC
GRB2,STAT1
GRB2,STAT2
GRB2,STAT3
GRB2,STAT5B
GRB2,TBK1
GRB2,WASL
GRB10,ABL1
GRB10,JAK1
GRB10,JAK2
GRB10,KIT
GRB10,LYN
GRB10,MET
GRB10,NCK2
GRB10,NRAS
GRB10,PIK3R2
GRB10,PTK2
GRB10,RAF1
GRB10,SRC
GRB10,STAT1
GRB10,STAT3
GRB10,STAT5B
GRIM19,STAT3
GTFII-I,FOS
GTFII-I,HDAC1
GTFII-I,HDAC2
GTFII-I,JAK2
GTFII-I,MYC
GTFII-I,SMAD2
GTFII-I,SRC
GTFII-I,STAT1
GTFII-I,STAT3
GTFII-I,YY1
HAT1,RBBP7
HBO1,E2F4
HBO1,ELK1
HBO1,HDAC6
HBO1,SMARCA4
HD,HDAC1
HD,KPNA2
HD,PSEN1
HD,SMAD2
HD,SMAD3
HD,STAT1
HD,TCF3
HD,WASL
HDAC1,APC
HDAC1,HDAC2
HDAC1,HDAC6
HDAC1,KPNA2
HDAC1,NCOR1
HDAC1,PAPOLA
HDAC1,PML
HDAC1,PTEN
HDAC1,RELA
HDAC1,RELB
HDAC1,SIN3A
HDAC1,SMAD2
HDAC1,SMAD3
HDAC1,SMAD4
HDAC1,SMARCE1
HDAC1,SPEN
HDAC1,STAT1
HDAC1,STAT2
HDAC1,STAT5B
HDAC1,TCF3
HDAC1,TP53
HDAC1,YY1
HDAC2,CREBBP
HDAC2,MAPK14
HDAC2,MCM5
HDAC2,MCM7
HDAC2,PTEN
HDAC2,RELA
HDAC2,RELB
HDAC2,SIN3A
HDAC2,SMAD2
HDAC2,STAT1
HDAC2,STAT2
HDAC2,STAT5B
HDAC2,TP53
HDAC6,ITGB4BP
HES1,ID1
HES1,ID2
HES1,ID3
HES1,JUNB
HES1,LYN
HES1,MYC
HES1,NCOA3
HES1,STAT1
HES1,STAT5B
HES1,TCF12
HES1,TCF3
HES1,TCF4
HGS,CREBBP
HGS,JAK1
HGS,JAK2
HGS,KPNB1
HGS,PLCG2
HGS,PRKACA
HGS,RAN
HGS,SMAD2
HGS,SMAD3
HGS,SMURF2
HGS,SNRPD2
HGS,STK11
HGS,SVIL
HGS,ZFHX1B
HIPK2,SMAD2
HIPK2,SMAD3
HIPK2,SUMO2
HIVEP3,FHL1
HIVEP3,GRB10
HIVEP3,RING1
HIVEP3,STXBP1
HIVEP3,TRAF1
HIVEP3,TRAF2
HRAS,NRAS
HRAS,PIK3CB
HSP27,PRKCG
HSP90A,ANAPC5
HSP90A,ATF1
HSP90A,CDC23
HSP90A,CDC37
HSP90A,COPS3
HSP90A,CSK
HSP90A,EGFR
HSP90A,HDAC1
HSP90A,HDAC2
HSP90A,HSPA8
HSP90A,MAPK14
HSP90A,NRAS
HSP90A,NUP153
HSP90A,PRKCZ
HSP90A,RELA
HSP90A,SMAD4
HSP90A,STAT1
HSP90A,STAT5B
HSP90A,STUB1
HSP90A,SUMO1
HSP90A,SUMO2
HSP90B,AP2B1
HSP90B,HSPA8
HSP90B,KPNA6
HSP90B,MAPK14
HSP90B,NUP153
HSP90B,RUVBL1
HSP90B,SUMO1
HSP90B,TBP
HSPA8,APC
HSPA8,CLTC
HSPA8,LYN
HSPA8,NUP153
HSPA8,RAF1
HSPA8,RAN
HSPA8,STAT1
HSPA8,STAT5B
HSPA8,STUB1
HSPA8,WASL
ID1,CREBBP
ID1,ID2
ID1,ID3
ID1,TCF3
ID2,CREBBP
ID2,ID3
ID2,MITF
ID2,MYC
ID2,NCOA3
ID2,TCF3
ID3,CREBBP
ID3,MITF
ID3,MYC
ID3,NCOA3
ID3,TCF12
ID3,TCF3
ID3,TCF4
IKBA,BCAR1
IKBA,BRCA1
IKBA,CASP3
IKBA,CREBBP
IKBA,FAF1
IKBA,FOS
IKBA,FYN
IKBA,HDAC1
IKBA,HDAC2
IKBA,JAK2
IKBA,KIT
IKBA,KPNA2
IKBA,PPP2CA
IKBA,PRKACA
IKBA,PRKCZ
IKBA,RELA
IKBA,RELB
IKBA,STAT1
IKBA,STAT3
IKBA,STAT5B
IKBE,RELB
IKBKAP,CSNK1A1
IKBKG,KPNA2
IKBKG,RELA
IKBKG,SMAD2
IKBKG,SMAD3
IKBKG,STAT1
IKBKG,TCF3
IKKB,CSK
IKKB,CTBP1
IKKB,KPNA2
IKKB,RELA
IKKB,SMAD2
IKKB,SMAD3
IKKB,STAT1
IKKB,TCF3
IKKE,AKT1
IKKE,CDC37
IKKE,HSPA8
IKKE,IKBKG
IKKE,NCK2
IKKE,PTEN
IKKE,RAF1
IKKE,RIPK1
IKKE,SRC
IKKE,STUB1
IKKE,TBK1
IQGAP2,JAK2
IQGAP2,KIT
IQGAP2,PSMD4
IQGAP2,RELA
IQGAP2,RGS16
IQGAP2,TCF3
ITGB4,JAK2
ITGB4,KIT
ITGB4,WASL
ITGB4BP,POLR1B
ITGB4BP,RPL4
ITGB4BP,RPL8
ITRAF,IKBKG
ITRAF,NFKB1
ITRAF,TBK1
ITRAF,TRADD
ITRAF,TRAF1
ITRAF,TRAF2
ITRAF,TRAF3
ITRAF,TRAF5
JAG1,NOTCH2
JAG1,PSEN1
JAG1,PSEN2
JAK1,ABL1
JAK1,CREBBP
JAK1,JAK2
JAK1,KIT
JAK1,LYN
JAK1,MET
JAK1,NCK2
JAK1,NRAS
JAK1,PIK3R2
JAK1,PLCG1
JAK1,PTK2
JAK1,PTPN12
JAK1,SHC1
JAK1,SRC
JAK1,STAT1
JAK1,STAT2
JAK1,STAT3
JAK1,STAT5B
JAK1,WASL
JAK2,ABL1
JAK2,CASP8
JAK2,CREBBP
JAK2,JUP
JAK2,KIT
JAK2,LYN
JAK2,NCK2
JAK2,NRAS
JAK2,NUP153
JAK2,PAPOLA
JAK2,PIK3CB
JAK2,PIK3R2
JAK2,PLCG1
JAK2,PLCG2
JAK2,PLD2
JAK2,PPP2CA
JAK2,PRKACA
JAK2,PRKCA
JAK2,PRKCZ
JAK2,PTK2
JAK2,PTPN12
JAK2,RAF1
JAK2,RELA
JAK2,SHC1
JAK2,SNX2
JAK2,SRC
JAK2,STAT1
JAK2,STAT2
JAK2,STAT3
JAK2,STAT5B
JAK2,STK11
JAK2,TGFB1
JAK2,TRADD
JAK2,VAV3
JAK2,WASL
JNKK2,CASP8
JNKK2,CDC42
JNKK2,FADD
JNKK2,FYN
JNKK2,PAK1
JNKK2,RAC1
JNKK2,RIPK1
JNKK2,TRADD
JNKK2,TRAF1
JUNB,CREBBP
JUNB,GSK3B
JUNB,JUND
JUNB,MITF
JUNB,PRKACA
JUNB,RELA
JUNB,SMAD2
JUNB,SMAD3
JUNB,STAT1
JUNB,ZFHX1B
JUND,CREBBP
JUND,MITF
JUND,RAF1
JUND,SMAD2
JUND,TBP
JUND,ZFHX1B
JUP,APC
JUP,CREBBP
JUP,CSNK1A1
JUP,KIT
JUP,PPP2CA
JUP,PRKACA
JUP,PSEN1
JUP,SMAD3
KIT,ABL1
KIT,CASP8
KIT,FES
KIT,LYN
KIT,NCK2
KIT,PIK3CB
KIT,PIK3R2
KIT,PLCG1
KIT,PLD2
KIT,PPP2CA
KIT,PRKCZ
KIT,PTK2
KIT,RAF1
KIT,SHC1
KIT,SNX2
KIT,SOS2
KIT,SRC
KIT,STAT1
KIT,STAT3
KIT,STAT5B
KIT,WASL
KPNA2,APC
KPNA2,CREBBP
KPNA2,KPNA6
KPNA2,KPNB1
KPNA2,NCOA3
KPNA2,NUP153
KPNA2,RAN
KPNA2,RELA
KPNA2,RELB
KPNA2,SMAD2
KPNA2,SMAD3
KPNA2,SMAD4
KPNA2,SPEN
KPNA2,STAT1
KPNA2,STAT2
KPNA2,TCF3
KPNA2,TP53
KPNA3,KPNA6
KPNA3,RAN
KPNA6,AP2B1
KPNA6,KPNB1
KPNA6,PRKAR2A
KPNA6,RAN
KPNA6,SIN3A
KPNA6,STAT5B
KPNA6,TP53
KPNB1,ABL1
KPNB1,CREBBP
KPNB1,LAMR1
KPNB1,NUP153
KPNB1,PRKAR2A
KPNB1,RAN
KPNB1,RELB
KPNB1,RPL4
KPNB1,SMAD2
KPNB1,SMARCC2
KPNB1,STAT1
KPNB1,TRAF2
KRAS2,SHOC2
KRT7,KRT17
KRT7,KRT18
KRT7,KTN1
KRT8,KRT18
KRT8,RAF1
KRT17,KRT18
KRT18,NRAS
KRT18,PRKCG
KRT18,RAF1
KRT18,RIPK1
LAMR1,CREBBP
LAMR1,NCOA3
LAMR1,PIK3CB
LAMR1,PSMC2
LAMR1,RAN
LAMR1,RPL4
LAMR1,RPL8
LAMR1,SMAD3
LAMR1,TP53
LEF1,APC
LEF1,CREBBP
LEF1,SMAD2
LEF1,SMAD3
LEF1,ZFHX1B
LFNG,JAG1
LFNG,NOTCH2
LFNG,NOTCH3
LIP1,FADD
LIP1,GIT1
LIP1,PPP2CA
LYN,ABL1
LYN,MET
LYN,NCK2
LYN,PIK3R2
LYN,PLCG1
LYN,PLD2
LYN,PRKCA
LYN,PSEN1
LYN,PTEN
LYN,PTK2
LYN,PTPN12
LYN,RAF1
LYN,SHC1
LYN,SMAD2
LYN,SOCS5
LYN,SRC
LYN,STAT1
LYN,STAT2
LYN,STAT3
LYN,STAT5B
LYN,TGFB1
LYN,TGFBR2
LYN,VAV2
LYN,VAV3
MAIL,NFKB1
MAIL,RELA
MAIL,RELB
MAML1,CCND1
MAML1,CTNNB1
MAML1,HES1
MAML1,HEY1
MAML1,MAML2
MAML1,NOTCH2
MAML1,NOTCH3
MAML1,PIAS1
MAML1,SENP1
MAML1,SNW1
MAML1,TP53
MAML2,HES1
MAML2,NOTCH2
MAML2,NOTCH3
MAML2,PAX8
MAML2,SNW1
MAP1B,PLD2
MAP3K4,AXIN1
MAP3K4,CDC42
MAP3K4,DVL1
MAP3K4,FLNA
MAP3K4,PRKCA
MAP3K4,PRKCB
MAP3K4,PRKCD
MAP3K4,RAC1
MAP3K4,TRAF4
MAPK14,ATF2
MAPK14,CDC25B
MAPK14,CDC42
MAPK14,ELK1
MAPK14,KRT8
MAPK14,MEF2A
MAPK14,MITF
MAPK14,NCOA3
MAPK14,NFKB1
MAPK14,RAC1
MAPK14,RELA
MAPK14,SHC1
MAPK14,SMAD3
MAPK14,STAT1
MAPK14,STAT3
MAPK14,TAB1
MAPK14,TAB2
MAPK14,TP53
MBP,CDC42
MBP,CREBBP
MBP,MBP
MBP,NRAS
MBP,RAC1
MCC,APC
MCC,CAMK2A
MCC,TP53
MCM5,MCM7
MCM5,SMAD2
MCM5,STAT1
MCM5,TFDP1
MCM7,TFDP1
MCM7,TRAF2
MEF2A,CREBBP
MEF2A,SMAD3
MEK1,AKT1
MEK1,CDC42
MEK1,HES1
MEK1,MAPK14
MEK1,PRKCZ
MEK1,RAF1
MEK1,SMAD2
MEK1,SMAD3
MEK2,MAPK14
MEK3,ATF2
MEK3,CAMK2B
MEK3,MAP3K4
MEK3,MAPK14
MEK3,NFKB1
MEK3,PKN1
MEK3,RAC1
MEK3,RIPK1
MEK3,TAB1
MEK3,TAB2
MEK3,TP53
MEK3,TRADD
MEK5,FOS
MEK5,MEF2A
MEK5,PRKCZ
MEK5,STAT3
MEKK1,ATF2
MEKK1,AXIN1
MEKK1,CASP3
MEKK1,CDC42
MEKK1,CRK
MEKK1,CRKL
MEKK1,FADD
MEKK1,GRB2
MEKK1,IKBKG
MEKK1,JUNB
MEKK1,MAPK14
MEKK1,NFKB1
MEKK1,RAC1
MEKK1,RELA
MEKK1,RHOA
MEKK1,RIPK1
MEKK1,SMAD2
MEKK1,TRADD
MEKK1,TRAF2
MEKK1,TRAF3
MEKK3,CCND1
MEKK3,GRB2
MEKK3,HRAS
MEKK3,IKBKG
MEKK3,MAPK14
MEKK3,NFKB1
MEKK3,NRAS
MEKK3,PAK1
MEKK3,PRKCA
MEKK3,PRKCB
MEKK3,PRKCD
MEKK3,RAC1
MEKK3,RHOA
MEKK3,RIPK1
MEKK3,TAB1
MEKK3,TAB2
MEKK3,TRADD
MEKK3,WNK1
MET,ABL1
MET,APC
MET,NCK2
MET,PIK3R2
MET,PLCG1
MET,PLCG2
MET,RAN
MET,SHC1
MET,SOS2
MET,SRC
MET,STAT1
MET,STAT3
MET,STAT5B
MET,VAV2
MET,WASL
MITF,MYC
MITF,NCOA3
MIZ1,CCND1
MIZ1,CDKN1A
MIZ1,ITGA6
MIZ1,MYC
MIZ1,SHC1
MIZ1,SMAD2
MIZ1,SMAD4
MKP1,FOS
MKP1,JUNB
MKP1,MAPK14
MKP1,NFKB1
MKP1,PRKCZ
MKP1,RAC1
MKP1,SKP2
MKP1,TP53
MYC,NCOA3
MYC,TCF3
NCK2,ABL1
NCK2,PIK3R2
NCK2,PTK2
NCK2,RAF1
NCK2,SMAD2
NCK2,SMAD3
NCK2,SRC
NCK2,STAT1
NCK2,STAT3
NCK2,STAT5B
NCK2,TGFB1
NCK2,WASL
NCOA3,TCF3
NCOR1,TBP
NIK,AKT1
NIK,EIF4E
NIK,FADD
NIK,HSPA8
NIK,IKBKG
NIK,MBP
NIK,NFKB1
NIK,RELA
NIK,RELB
NIK,RIPK1
NIK,TP53
NIK,TRADD
NIK,TRAF1
NIK,TRAF2
NIK,TRAF3
NKIRAS2,AKT1
NKIRAS2,BCL3
NKIRAS2,BTRC
NKIRAS2,CDC34
NKIRAS2,CDK6
NKIRAS2,CTNNB1
NKIRAS2,IKBKG
NKIRAS2,NFKB1
NKIRAS2,PSMD3
NKIRAS2,RELA
NKIRAS2,RELB
NKIRAS2,TRAF2
NOTCH2,NOTCH3
NOTCH2,PLCG1
NOTCH2,PSEN1
NOTCH2,PSEN2
NOTCH2,SMAD3
NR3C1,BAG1
NR3C1,CALR
NR3C1,FOS
NR3C1,HDAC2
NR3C1,HDAC6
NR3C1,NCOA3
NR3C1,NCOR1
NR3C1,NFKB1
NR3C1,RELA
NR3C1,SMAD4
NR3C1,SMARCA4
NR3C1,STAT3
NR3C1,STAT5B
NR3C1,TP53
NRAS,NRAS
NRAS,PIK3CB
NRAS,PKN2
NRAS,PRKACA
NRAS,PRKCA
NRAS,PRKCZ
NRAS,PSMC1
NRAS,RAF1
NRAS,RALGDS
NRAS,RBL2
NRAS,SHOC2
NRAS,SRC
NSMAF,GRB10
NSMAF,MAP3K4
NSMAF,TRADD
NSMAF,TRAF2
NUMBL,APP
NUMBL,ASCL1
NUMBL,EPS15
NUMBL,HES1
NUMBL,NOTCH2
NUMBL,NOTCH3
NUMBL,TAB2
NUP153,EPS15
NUP153,ERBB2
NUP153,RANBP9
NUP214,G3BP2
OTF1,BRCA1
OTF1,POLR2L
OTF1,TBP
P70S6K,CUL1
P70S6K,IKBKG
P70S6K,MET
P70S6K,NOTCH3
P70S6K,SKP1
P70S6K,SKP2
P70S6K,SMAD4
P204,LYN
PAF53,POLR1B
PAK1,AKT1
PAK1,CASP3
PAK1,FLNA
PAK1,GIT1
PAK1,GRB10
PAK1,GRB2
PAK1,NCK2
PAK1,PXN
PAK1,RAC1
PAK1,RAF1
PAK1,RHOA
PAPOLA,CREBBP
PAPOLA,CTBP1
PAPOLA,CUL1
PAPOLA,KPNB1
PARD3,PRKCG
PARD3,PRKCZ
PARD3,RAF1
PATZ,ATF1
PATZ,MITF
PATZ,NCOR1
PATZ,RNF4
PEN2,APH1A
PEN2,APP
PEN2,CTNNB1
PEN2,NOTCH2
PEN2,NOTCH3
PEN2,PSEN1
PEN2,PSEN2
PIAS1,CREBBP
PIAS1,NCOA3
PIAS1,RELB
PIAS1,SMAD2
PIAS1,SMAD3
PIAS1,SPEN
PIAS1,STAT1
PIAS1,STAT5B
PIAS1,SUMO2
PIAS3,SMAD2
PIAS3,ZFHX1B
PIAS4,CREBBP
PIAS4,RELB
PIAS4,SMAD3
PIAS4,SMARCC2
PIAS4,STAT5B
PIAS4,SUMO1
PIK3CB,STAT1
PIK3CB,STAT3
PIK3R2,ABL1
PIK3R2,PRKCG
PIK3R2,PTK2
PIK3R2,RAF1
PIK3R2,SMAD2
PIK3R2,SMAD3
PIK3R2,SRC
PIK3R2,STAT1
PIK3R2,STAT3
PIK3R2,STAT5B
PIK3R2,WASL
PITPN,ARRB2
PITPN,CAMK2D
PITPN,CRK
PITPN,EGFR
PITPN,PLCG1
PKN1,APC
PKN1,PSEN1
PKN1,RELA
PKN2,PLD2
PKN2,PSEN1
PKN2,WASL
PLCE1,HRAS
PLCE1,PIK3C2B
PLCE1,PIK3CB
PLCE1,PIK3R1
PLCE1,PLCG1
PLCE1,PLCG2
PLCE1,PTEN
PLCG1,PLD2
PLCG1,PTK2
PLCG1,SRC
PLCG2,ABL1
PLCG2,SRC
PLD2,PRKCG
PLD2,RAC1
PLD2,SMAD3
PLEC1,CREBBP
PPP2CA,CREBBP
PPP2CA,PPP2R5B
PPP2CA,STAT1
PPP2CA,STAT3
PPP2CA,STAT5B
PRKACA,CTNNB1
PRKACA,GSK3B
PRKACA,PRKAR1A
PRKACA,PRKAR2A
PRKACA,PRKCA
PRKACA,PSEN1
PRKACA,RELA
PRKAR2A,SMAD2
PRKCA,PRKCG
PRKCA,PRKCZ
PRKCA,SRC
PRKCA,STAT5B
PRKCB,GJA1
PRKCB,IKBKG
PRKCB,JAK1
PRKCB,PLCG1
PRKCB,PLCG2
PRKCB,PRKCA
PRKCB,PRKCG
PRKCB,RAF1
PRKCB,RHOA
PRKCG,ADD1
PRKCG,CDC42
PRKCG,PRKACA
PRKCG,PRKCZ
PRKCG,RAC1
PRKCG,RAF1
PRKCG,RGS16
PRKCG,SMAD3
PRKCG,SRC
PRKCG,STAT5B
PRKCL,AKT1
PRKCL,AKT2
PRKCL,BCAR1
PRKCL,CAMK2A
PRKCL,CASP3
PRKCL,CASP8
PRKCL,CASP9
PRKCL,CCND1
PRKCL,CD44
PRKCL,CDC23
PRKCL,CDC42
PRKCL,EGFR
PRKCL,GRB2
PRKCL,HSPA8
PRKCL,JAK2
PRKCL,NRAS
PRKCL,PARD3
PRKCL,PRKCG
PRKCL,PRKCZ
PRKCL,RAC1
PRKCL,RAF1
PRKCL,RELA
PRKCL,RELB
PRKCL,RGS16
PRKCL,SF1
PRKCL,SMAD3
PRKCM,CCNE1
PRKCM,YAP1
PRKCZ,CASP8
PRKCZ,CREBBP
PRKCZ,NUP153
PRKCZ,RAC1
PRKCZ,RAF1
PRKCZ,RGS16
PRKCZ,SMAD2
PRKCZ,SMAD3
PSD93,CAMK2A
PSD93,PTEN
PSD95,FYN
PSD95,SRC
PSEN1,APC
PSEN1,CDC42
PSEN1,GSK3B
PSEN1,PSEN2
PSEN1,RAC1
PSEN1,TRAF1
PSEN1,VIM
PSEN2,APC
PSEN2,GSK3B
PSMB5,PSMD12
PSMB5,PSMD4
PSMC1,PSMC2
PSMC1,PSMC3
PSMC1,PSMD1
PSMC1,PSMD12
PSMC1,PSMD13
PSMC1,PSMD3
PSMC1,PSMD4
PSMC1,PSMD7
PSMC2,PSMC3
PSMC2,PSMD1
PSMC2,PSMD12
PSMC2,PSMD13
PSMC2,PSMD3
PSMC2,PSMD4
PSMC2,PSMD7
PSMC2,RAF1
PSMC2,TBP
PSMC3,PSMD1
PSMC3,PSMD12
PSMC3,PSMD13
PSMC3,PSMD4
PSMC3,PSMD7
PSMC3,TBP
PSMD1,CLTC
PSMD1,PSMD12
PSMD1,PSMD13
PSMD1,PSMD3
PSMD1,PSMD4
PSMD1,PSMD7
PSMD3,COPS3
PSMD3,PSMD12
PSMD3,PSMD13
PSMD3,PSMD4
PSMD3,PSMD7
PSMD4,CREBBP
PSMD4,PSMD12
PSMD4,PSMD13
PSMD4,PSMD7
PSMD4,RELA
PSMD4,SUMO2
PSMD4,TBP
PSMD4,TRAF2
PSMD7,PSMD12
PSMD7,PSMD13
PSMD12,PSMD13
PSMD12,RIPK1
PSMD12,TRADD
PSMD13,ANAPC5
PSMD13,PSMB5
PTEN,RAF1
PTEN,RPL8
PTEN,STAT5B
PTK2,ABL1
PTK2,SHC1
PTK2,SRC
PTK2,STAT1
PTK2,STAT2
PTK2,STAT3
PTK2,STAT5B
PTPN12,APC
PTPN12,PRKAR1A
PTPN12,SRC
PTPN12,STAT1
PTPN12,STAT5B
PTPN12,STUB1
PTPN12,WASL
PYK2,ABL1
PYK2,CAMK2A
PYK2,CAMK2B
PYK2,CAMK2D
PYK2,CREBBP
PYK2,CRK
PYK2,HRAS
PYK2,PRKCA
PYK2,PRKCB
PYK2,PRKCG
PYK2,PXN
PYK2,SRC
RAB5,AKT1
RAB5,CAV1
RAB5,CTNNB1
RAB5,EGFR
RAB5,EPS8
RAB5,MAPK14
RAB5,PIK3R1
RAC1,SMAD2
RAC1,SMAD3
RACK1,FYN
RACK1,GRB2
RACK1,HRAS
RACK1,NSMAF
RACK1,PRKCA
RACK1,PRKCB
RACK1,PRKCD
RACK1,PRKCG
RACK1,RPL4
RACK1,RPS13
RACK1,SDC2
RACK1,SHC1
RACK1,SRC
RAD54L2,DYRK1A
RAD54L2,PKN1
RAD54L2,SUMO1
RAD54L2,SUMO2
RAF1,PAPOLA
RAF1,PRKACA
RAF1,PRKAR1A
RAF1,RHOA
RAF1,SF1
RAF1,SHOC2
RAF1,SMAD2
RAF1,SMAD4
RAF1,SRC
RAF1,STAT1
RAF1,STAT3
RAF1,STAT5B
RAF1,TCF3
RAF1,TP53
RAI,JUP
RAI,NFKB1
RAI,RELA
RAI,TP53
RALBP1,ABL1
RALBP1,CDC42
RALBP1,CSK
RALBP1,FGR
RALBP1,FYN
RALBP1,JAK1
RALBP1,JAK2
RALBP1,KIT
RALBP1,LYN
RALBP1,MTIF2
RALBP1,NRAS
RALBP1,RAC1
RALBP1,RALB
RALBP1,RAN
RALBP1,RHOA
RAN,HDAC1
RAN,NUP214
RAN,RANBP9
RAN,RELA
RAN,SUMO1
RANBP9,TBP
RAP74,CDK9
RAP74,TBP
RB,FHL2
RBL2,RELA
RBPSUH,CREBBP
RBPSUH,CTBP1
RBPSUH,CTBP2
RBPSUH,FHL1
RBPSUH,HDAC1
RBPSUH,HDAC2
RBPSUH,HES1
RBPSUH,HEY1
RBPSUH,JAG1
RBPSUH,MAML1
RBPSUH,MAML2
RBPSUH,NFKB1
RBPSUH,NOTCH2
RBPSUH,NOTCH3
RBPSUH,POFUT1
RBPSUH,PTEN
RBPSUH,SNW1
RBPSUH,SPEN
RBX1,ZNF259
RELA,RELB
RELA,RGS16
RELA,SMAD2
RELA,SMAD3
RELA,SRC
RELA,STAT1
RELA,STAT3
RELA,STAT5B
RELA,TBK1
RELA,TCF3
RELA,TP53
RELB,CREBBP
RELB,STAT5B
REPS1,CRK
REPS1,GRB2
REPS1,RALB
REPS1,RALBP1
REQ,CASP7
REQ,FADD
REQ,FHL2
REQ,SMARCE1
RHOA,PRKAR1A
RHOA,SMAD2
RHOA,SMAD3
RHOA,TGFB1
RIP2,AKT1
RIP2,CDC42
RIP2,PTK2
RIP2,RAC1
RIP2,RHOA
RIP2,RTKN
RIP2,SRC
RIPK1,STAT1
RIPK1,TRADD
RIPK1,TRAF1
RIPK1,TRAF2
RKIP,CDH1
RKIP,GSK3B
RKIP,NFKB1
RKIP,PRKCA
RKIP,PRKCB
RKIP,PRKCD
RKIP,PRKCG
RKIP,PRKCZ
RKIP,RAF1
RKIP,SPRED1
RKIP,YY1
ROR2,ABL1
ROR2,FYN
ROR2,GRB2
ROR2,PIK3R2
ROR2,SOCS5
ROR2,STAT3
RPA5,POLR1B
RPA5,POLR1D
RPA5,POLR2L
RPL4,RPL8
RPL6,RPL8
RSK1,AP2A1
RSK1,AP2B1
RSK1,CREBBP
RSK1,FOS
RSK1,GRB2
