# Protein-1,# Protein-2
EGFR,PIK3R2
EGFR,PLCG1
EGFR,PRKCI
EGFR,PRKCZ
EGFR,PTK2
EGFR,PTK6
EGFR,SHC1
EGFR,SOS1
EGFR,SRC
EGFR,STAT1
EGFR,STAT3
EGFR,STAT5A
EGFR,STAT5B
EGFR,TEC
EGFR,WASL
EIF3S2,PPP2CA
EIF3S2,PSMD1
EIF3S2,SMARCA4
EIF4E,FBL
EIF4E,G3BP2
EIF4E,GSK3B
ELK1,HES1
ELK1,JUNB
ELK1,JUND
ELK1,KPNA2
ELK1,RAF1
ELK1,SMAD2
ELK1,SMAD3
ELK1,STAT1
ELK1,STAT5A
ELK1,TCF3
ELK3,ATF1
ELK3,CCNB1
ELK3,CCND1
ELK3,CCNE1
ELK3,CCNH
ELK3,CEBPA
ELK3,CREBBP
ELK3,FOS
ELK3,JUNB
ELK3,JUND
ELK3,PCAF
ELK3,RBL2
ELK3,SMARCA4
ELK4,MTA2
ENG,CD44
ENG,KIT
ENG,SMAD1
ENG,SMAD2
ENG,SMAD4
ENG,SP1
ENG,TGFB1
ENG,TGFB3
ENG,TGFBR1
ENG,TGFBR2
ENG,TNF
EPOR,ABL1
EPOR,FGR
EPOR,FYN
EPOR,GRB2
EPOR,JAK1
EPOR,JAK2
EPOR,KIT
EPOR,LCK
EPOR,LYN
EPOR,PIK3R2
EPOR,RAF1
EPOR,SOS1
EPOR,SRC
EPOR,STAT1
EPOR,STAT3
EPOR,STAT5A
EPOR,STAT5B
EPOR,TEC
EPOR,WASL
EPS8,SMAD2
EPS15,ERBB2
EPS15,GRB2
EPS15,HGS
EPS15,JAK2
EPS15,KIT
EPS15,RPL8
EPS15R,AP2A1
EPS15R,AP2B1
EPS15R,CBL
EPS15R,CLTC
EPS15R,EGFR
EPS15R,EPS15
EPS15R,HGS
EPS15R,NUMB
EPS15R,NUMBL
EPS15R,SPRY2
EPS15R,SRC
ERBB2,ABL1
ERBB2,APC
ERBB2,FGR
ERBB2,FYN
ERBB2,GRB14
ERBB2,GRB2
ERBB2,GRB7
ERBB2,HGS
ERBB2,JAK2
ERBB2,KIT
ERBB2,KRT18
ERBB2,KRT8
ERBB2,LCK
ERBB2,LYN
ERBB2,MET
ERBB2,MST1R
ERBB2,NCK2
ERBB2,PIK3R2
ERBB2,PLCG1
ERBB2,PLD1
ERBB2,PLD2
ERBB2,PLSCR1
ERBB2,PRKCA
ERBB2,PTK2
ERBB2,PTK6
ERBB2,RIPK1
ERBB2,SHC1
ERBB2,SOCS1
ERBB2,SOS1
ERBB2,SRC
ERBB2,STAT1
ERBB2,STAT3
ERBB2,STAT5A
ERBB2,STAT5B
ERBB2,TEC
ERBB2,WASL
ERK1,AKT1
ERK1,ARRB2
ERK1,ATF1
ERK1,ATF3
ERK1,AXIN1
ERK1,BAD
ERK1,BRCA1
ERK1,CASP9
ERK1,CBL
ERK1,CCNE1
ERK1,CD44
ERK1,CDK2
ERK1,CDK4
ERK1,CEBPA
ERK1,COPS3
ERK1,CREBBP
ERK1,CRKL
ERK1,CSK
ERK1,CTNNB1
ERK1,DYRK1A
ERK1,EGFR
ERK1,EPOR
ERK1,ETS1
ERK1,FOS
ERK1,FYN
ERK1,HDAC1
ERK1,HGS
ERK1,HSPA8
ERK1,ID2
ERK1,JAK1
ERK1,JAK2
ERK1,JUNB
ERK1,KIT
ERK1,KRT18
ERK1,LCK
ERK1,LEF1
ERK1,LYN
ERK1,MEF2A
ERK1,MEF2C
ERK1,NCK2
ERK1,NCOA3
ERK1,NRAS
ERK1,NUP153
ERK1,NUP214
ERK1,PCAF
ERK1,PIK3R2
ERK1,PKN2
ERK1,PPP2CA
ERK1,PRKACA
ERK1,PRKCA
ERK1,PRKCI
ERK1,PRKCZ
ERK1,PTEN
ERK1,RAF1
ERK1,RAN
ERK1,RBL2
ERK1,RELA
ERK1,RIPK1
ERK1,SF1
ERK1,SHC1
ERK1,SMAD2
ERK1,SMAD3
ERK1,SMAD4
ERK1,SMARCA4
ERK1,SP1
ERK1,SRC
ERK1,STAT1
ERK1,STAT3
ERK1,STAT5A
ERK1,STAT5B
ERK1,SVIL
ERK1,TCF8
ERK1,TGFBR1
ERK1,TP53
ERK1,TP73
ERK1,VDR
ERK1,WASL
ERK2,AKT1
ERK2,CBL
ERK2,CBLB
ERK2,CDK2
ERK2,CREBBP
ERK2,CRKL
ERK2,EPOR
ERK2,FGR
ERK2,FYN
ERK2,GRB2
ERK2,HDAC1
ERK2,JAK1
ERK2,JAK2
ERK2,JUNB
ERK2,KIT
ERK2,MEF2C
ERK2,NRAS
ERK2,NUP214
ERK2,PRKCI
ERK2,PSMD4
ERK2,PTEN
ERK2,RAF1
ERK2,SMAD1
ERK2,SMAD2
ERK2,SMAD3
ERK2,SOS1
ERK2,STAT1
ERK2,STAT2
ERK2,STAT3
ERK2,STAT5A
ERK2,STAT5B
ERK2,SVIL
ERK2,TGFBR1
ERK2,TP53
ERT,CREBBP
ERT,EGFR
ERT,EPS15
ERT,ERBB2
ERT,JAK1
ERT,MYC
ERT,NFKB1
ERT,PAK1
ETS1,FOS
ETS1,HDAC1
ETS1,JAK2
ETS1,JUNB
ETS1,JUND
ETS1,KPNA2
ETS1,RAF1
ETS1,RBL2
ETS1,SMAD1
ETS1,SMAD2
ETS1,SMAD3
ETS1,STAT1
ETS1,STAT3
ETS1,STAT5A
ETS1,TCF3
ETS1,TGFBR1
FADD,CREBBP
FADD,FYN
FADD,HSPA8
FADD,JAK2
FADD,KRT18
FADD,NFKB2
FADD,PSMD12
FADD,RIPK1
FADD,STAT3
FADD,STAT5A
FADD,STAT5B
FADD,TGFBR1
FADD,TRADD
FADD,TRAF1
FAF1,HDAC1
FAF1,HDAC2
FAF1,TRADD
FANCD2,NCOA3
FANCD2,TP53
FBL,ITGB4BP
FBL,POLR1A
FBL,PRMT1
FBL,PSMD3
FBXW7,RBX1
FGR,ABL1
FGR,CASP8
FGR,CDC42
FGR,FYN
FGR,GIT1
FGR,GJA1
FGR,GRB2
FGR,JAK1
FGR,JAK2
FGR,KIT
FGR,LCK
FGR,LYN
FGR,MET
FGR,NCK2
FGR,PIK3R2
FGR,PLCG1
FGR,PLD2
FGR,PRKCA
FGR,PTEN
FGR,PTK2
FGR,PTK6
FGR,PTPN12
FGR,RAC1
FGR,SHC1
FGR,SOCS5
FGR,SRC
FGR,STAT1
FGR,STAT2
FGR,STAT3
FGR,STAT5A
FGR,STAT5B
FGR,TEC
FGR,VAV2
FGR,WASL
FHL2,BRCA1
FHL2,CCND1
FHL2,CDH1
FHL2,CREBBP
FHL2,CTNNB1
FHL2,HIPK2
FHL2,NFKB1
FHL2,PSEN2
FHL2,PTK2
FHL2,SMAD2
FHL2,SMAD3
FHL2,SMAD4
FHL2,TP53
FHL2,TRAF6
FKBP12,CCNB1
FKBP12,FYN
FKBP12,PSEN1
FKBP12,RAF1
FKBP12,SMAD2
FKBP12,STAT5A
FKBP51,EIF3S2
FKBP51,FZR1
FKBP51,SMAD3
FKBP51,TGFBR1
FLIP,APC
FLIP,CASP2
FLIP,CASP8
FLIP,CASP9
FLIP,CDK7
FLIP,DSP
FLIP,FADD
FLIP,FAF1
FLIP,FYN
FLIP,IKBKG
FLIP,NFKB2
FLIP,NOTCH2
FLIP,NRAS
FLIP,PSEN1
FLIP,PSMD12
FLIP,RIPK1
FLIP,STUB1
FLIP,SVIL
FLIP,TGFB1
FLIP,TRADD
FLIP,TRAF1
FLIP,TRAF2
FLIP,TRAF5
FLNA,FYN
FLNA,LCK
FLNA,NOTCH2
FOS,CREBBP
FOS,FOSB
FOS,HDAC1
FOS,HDAC2
FOS,JAK2
FOS,JUNB
FOS,JUND
FOS,MAP2K6
FOS,MYB
FOS,NCOA3
FOS,PRKCA
FOS,RAF1
FOS,RELA
FOS,RIPK1
FOS,SMAD1
FOS,SMAD2
FOS,SMAD3
FOS,SMAD4
FOS,SP1
FOS,STAT1
FOS,STAT3
FOS,STAT5A
FOS,STAT5B
FOS,VDR
FOS,ZFHX1B
FOSB,JUNB
FOSB,JUND
FOXO1A,APC
FOXO1A,CREBBP
FOXO1A,KPNA2
FOXO1A,PIAS1
FOXO1A,SMAD1
FOXO1A,SMAD2
FOXO1A,SMAD3
FOXO1A,STAT1
FOXO1A,TCF3
FOXO1A,ZFHX1B
FYN,APC
FYN,CDC42
FYN,CREBBP
FYN,FES
FYN,GJA1
FYN,GRB14
FYN,GRB2
FYN,GRB7
FYN,HD
FYN,HES1
FYN,HSPA8
FYN,JAK1
FYN,JAK2
FYN,KIT
FYN,KRT18
FYN,LCK
FYN,LYN
FYN,MEF2A
FYN,MET
FYN,MST1R
FYN,NCK2
FYN,NRAS
FYN,PIK3CB
FYN,PIK3R2
FYN,PKN1
FYN,PKN2
FYN,PLCG1
FYN,PPP2CA
FYN,PRKCA
FYN,PRKCD
FYN,PRKCZ
FYN,PSEN1
FYN,PSEN2
FYN,PTEN
FYN,PTK2
FYN,PTK6
FYN,PTPN12
FYN,RAC1
FYN,RAF1
FYN,RELA
FYN,RPL8
FYN,SHC1
FYN,SOCS1
FYN,SOCS5
FYN,SOS1
FYN,SRC
FYN,STAT1
FYN,STAT2
FYN,STAT3
FYN,STAT5A
FYN,STAT5B
FYN,TEC
FYN,TGFB1
FYN,TGFBR2
FYN,TRAF1
FYN,VIM
FYN,WASL
FZD1,WNT5A
FZD4,WNT5A
FZR1,CDC25C
FZR1,ID3
G3BP2,RELA
G3BP2,RPL8
GAB2,GRB2
GAB2,PRKCA
GAB2,RELA
GAB2,SMAD3
GAB2,TGFBR1
GAPDH ,APP
GAPDH  ,MYC
GAPDH ,PLD2
GIPC,AKT1
GIPC,CLTC
GIPC,DAB2
GIPC,ENG
GIPC,FZD1
GIPC,ITGA6
GIPC,PRKCA
GIPC,RAC1
GIT1,GRB2
GIT1,KPNB1
GIT1,MCM7
GIT1,NUP153
GJA1,LYN
GJA1,RAF1
GJA1,STAT5A
GLG1,WASL
GP130,EGFR
GP130,ERBB2
GP130,FYN
GP130,JAK1
GP130,JAK2
GP130,LYN
GP130,NRAS
GP130,STAT1
GP130,STAT5A
GP130,STAT5B
GRB2,CDC42
GRB2,GRB14
GRB2,GRB7
GRB2,JAK1
GRB2,JAK2
GRB2,JUP
GRB2,KIT
GRB2,LCK
GRB2,LYN
GRB2,MET
GRB2,MST1R
GRB2,NCK2
GRB2,PIK3R2
GRB2,PLCG1
GRB2,PRKCA
GRB2,PRKCI
GRB2,PTK2
GRB2,PTK6
GRB2,PTPN12
GRB2,RAC1
GRB2,RAF1
GRB2,RANBP9
GRB2,RELA
GRB2,SHC1
GRB2,SOCS1
GRB2,SOS1
GRB2,SOS2
GRB2,SRC
GRB2,STAT1
GRB2,STAT2
GRB2,STAT3
GRB2,STAT5A
GRB2,STAT5B
GRB2,TBK1
GRB2,TEC
GRB2,WASL
GRB7,GRB14
GRB7,JAK2
GRB7,NCK2
GRB7,PIK3R2
GRB7,PTK6
GRB7,SOCS1
GRB7,SOS1
GRB7,SOS2
GRB7,STAT1
GRB7,STAT5A
GRB7,STAT5B
GRB7,TEC
GRB7,WASL
GRB14,JAK2
GRB14,NCK2
GRB14,PIK3R2
GRB14,STAT1
GRB14,STAT5A
GRB14,STAT5B
GRB14,TEC
GRIM19,STAT3
GTFII-I,FOS
GTFII-I,HDAC1
GTFII-I,HDAC2
GTFII-I,JAK2
GTFII-I,MYC
GTFII-I,SMAD2
GTFII-I,SP1
GTFII-I,SRC
GTFII-I,STAT1
GTFII-I,STAT3
GTFII-I,YY1
HAT1,RBBP7
HBO1,E2F4
HBO1,ELK1
HBO1,HDAC6
HBO1,SMARCA4
HD,HDAC1
HD,KPNA2
HD,MEF2C
HD,PSEN1
HD,SMAD2
HD,SMAD3
HD,SOS1
HD,STAT1
HD,TCF3
HD,WASL
HDAC1,APC
HDAC1,HDAC2
HDAC1,HDAC6
HDAC1,KPNA2
HDAC1,MTA2
HDAC1,MYB
HDAC1,NCOR1
HDAC1,PAPOLA
HDAC1,PML
HDAC1,PTEN
HDAC1,RELA
HDAC1,RELB
HDAC1,SIN3A
HDAC1,SMAD2
HDAC1,SMAD3
HDAC1,SMAD4
HDAC1,SMARCE1
HDAC1,SP1
HDAC1,SPEN
HDAC1,STAT1
HDAC1,STAT2
HDAC1,STAT5A
HDAC1,STAT5B
HDAC1,TCF3
HDAC1,TP53
HDAC1,YY1
HDAC2,CREBBP
HDAC2,MAPK14
HDAC2,MCM5
HDAC2,MCM7
HDAC2,MTA2
HDAC2,MYB
HDAC2,PTEN
HDAC2,RELA
HDAC2,RELB
HDAC2,SIN3A
HDAC2,SMAD2
HDAC2,SP1
HDAC2,STAT1
HDAC2,STAT2
HDAC2,STAT5A
HDAC2,STAT5B
HDAC2,TP53
HDAC6,ITGB4BP
HERP1,CASP2
HERP1,CASP8
HERP1,CASP9
HERP1,DAXX
HERP1,FADD
HERP1,NFKB1
HERP1,RIPK1
HERP1,TP53
HERP1,TRADD
HERP1,TRAF1
HERP1,TRAF2
HES1,HES6
HES1,ID1
HES1,ID2
HES1,ID3
HES1,ID4
HES1,JUNB
HES1,LYN
HES1,MYC
HES1,NCOA3
HES1,STAT1
HES1,STAT5A
HES1,STAT5B
HES1,TCF12
HES1,TCF3
HES1,TEC
HES5,CAMK2D
HES5,DLL1
HES5,DLL4
HES5,ID2
HES5,ID3
HES5,ID4
HES5,JAG1
HES5,JAG2
HES5,LFNG
HES5,NOTCH1
HES5,NOTCH2
HES5,NOTCH3
HES5,PSEN1
HES5,STAT3
HES6,ID1
HES6,ID2
HES6,ID3
HES6,ID4
HES6,MYC
HES6,NCOA3
HES6,TCF3
HGS,CREBBP
HGS,JAK1
HGS,JAK2
HGS,KPNB1
HGS,MYB
HGS,PRKACA
HGS,RAN
HGS,SMAD1
HGS,SMAD2
HGS,SMAD3
HGS,SMURF2
HGS,SNRPD2
HGS,STK11
HGS,SVIL
HGS,TGFBR1
HGS,ZFHX1B
HIP1,ABL1
HIP1,CLTC
HIP1,CRK
HIP1,EPS15
HIP1,SRC
HIP1,WASL
HIPK2,SMAD2
HIPK2,SMAD3
HIPK2,SUMO2
HIPK2,TGFBR1
HIVEP3,FHL1
HIVEP3,NFKB2
HIVEP3,REL
HIVEP3,RING1
HIVEP3,STXBP1
HIVEP3,TNF
HIVEP3,TRAF1
HIVEP3,TRAF2
HNF4A,CDX1
HRAS,NRAS
HRAS,PIK3CB
HSP90A,ANAPC5
HSP90A,ATF1
HSP90A,CBL
HSP90A,CDC37
HSP90A,COPS3
HSP90A,CSK
HSP90A,EGFR
HSP90A,HDAC1
HSP90A,HDAC2
HSP90A,HSPA8
HSP90A,MAPK14
HSP90A,NRAS
HSP90A,NUP153
HSP90A,PRKCZ
HSP90A,RELA
HSP90A,SMAD4
HSP90A,STAT1
HSP90A,STAT5A
HSP90A,STAT5B
HSP90A,STUB1
HSP90A,SUMO1
HSP90A,SUMO2
HSP90B,AP2B1
HSP90B,HSPA8
HSP90B,KPNA6
HSP90B,MAPK14
HSP90B,NUP153
HSP90B,RUVBL1
HSP90B,SUMO1
HSP90B,TBP
HSPA8,APC
HSPA8,CLTC
HSPA8,LYN
HSPA8,NUP153
HSPA8,PRKCI
HSPA8,RAF1
HSPA8,RAN
HSPA8,STAT1
HSPA8,STAT5A
HSPA8,STAT5B
HSPA8,STUB1
HSPA8,TEC
HSPA8,WASL
ID1,CREBBP
ID1,ID2
ID1,ID3
ID1,ID4
ID1,TCF3
ID2,CREBBP
ID2,ID3
ID2,MYC
ID2,NCOA3
ID2,TCF3
ID3,CREBBP
ID3,ID4
ID3,MYC
ID3,NCOA3
ID3,TCF12
ID3,TCF3
ID4,TCF12
ID4,TCF3
IDAX,CBL
IDAX,CSK
IDAX,FYN
IDAX,LCK
IDAX,SHC1
IHH,FADD
IHH,ITGB4
IHH,JAG2
IHH,LRP1
IHH,MST1R
IHH,NOTCH2
IHH,NOTCH3
IHH,PSEN1
IHH,PSEN2
IHH,PTCH
IHH,RELA
IHH,TP73
IKBA,BCAR1
IKBA,BRCA1
IKBA,CASP3
IKBA,CREBBP
IKBA,FAF1
IKBA,FOS
IKBA,FYN
IKBA,HDAC1
IKBA,HDAC2
IKBA,JAK2
IKBA,KIT
IKBA,KPNA2
IKBA,MAP2K6
IKBA,MST1R
IKBA,PCAF
IKBA,PPP2CA
IKBA,PRKACA
IKBA,PRKCZ
IKBA,REL
IKBA,RELA
IKBA,RELB
IKBA,SP1
IKBA,STAT1
IKBA,STAT3
IKBA,STAT5A
IKBA,STAT5B
IKBA,TEC
IKBB,RELB
IKBE,RELB
IKBKAP,CSNK1A1
IKBKG,KPNA2
IKBKG,RELA
IKBKG,SMAD2
IKBKG,SMAD3
IKBKG,STAT1
IKBKG,TCF3
IKKB,CSK
IKKB,CTBP1
IKKB,KPNA2
IKKB,RELA
IKKB,SMAD2
IKKB,SMAD3
IKKB,STAT1
IKKB,TCF3
IKKE,AKT1
IKKE,CDC37
IKKE,HSPA8
IKKE,IKBKG
IKKE,NCK2
IKKE,PTEN
IKKE,RAF1
IKKE,RIPK1
IKKE,SRC
IKKE,STUB1
IKKE,TBK1
IQGAP2,JAK2
IQGAP2,KIT
IQGAP2,PSMD4
IQGAP2,RELA
IQGAP2,RGS16
IQGAP2,TCF3
ITGB4,JAK2
ITGB4,KIT
ITGB4,SOS1
ITGB4,WASL
ITGB4BP,POLR1B
ITGB4BP,RPL4
ITGB4BP,RPL8
ITGB4BP,WDR12
ITRAF,IKBKG
ITRAF,NFKB1
ITRAF,TBK1
ITRAF,TNF
ITRAF,TRADD
ITRAF,TRAF1
ITRAF,TRAF2
ITRAF,TRAF5
ITRAF,TRAF6
JAG1,JAG2
JAG1,NOTCH2
JAG1,PSEN1
JAG1,PSEN2
JAG2,NOTCH2
JAG2,NOTCH3
JAG2,PSEN1
JAG2,PSEN2
JAK1,ABL1
JAK1,CREBBP
JAK1,JAK2
JAK1,KIT
JAK1,LCK
JAK1,LYN
JAK1,MET
JAK1,MST1R
JAK1,NCK2
JAK1,NRAS
JAK1,PIK3R2
JAK1,PLCG1
JAK1,PTK2
JAK1,PTK6
JAK1,PTPN12
JAK1,SHC1
JAK1,SOS1
JAK1,SRC
JAK1,STAT1
JAK1,STAT2
JAK1,STAT3
JAK1,STAT5A
JAK1,STAT5B
JAK1,TEC
JAK1,WASL
JAK2,ABL1
JAK2,CASP8
JAK2,CREBBP
JAK2,JUP
JAK2,KIT
JAK2,LCK
JAK2,LYN
JAK2,MAP2K6
JAK2,MST1R
JAK2,MYB
JAK2,NCK2
JAK2,NRAS
JAK2,NUP153
JAK2,PAPOLA
JAK2,PIK3CB
JAK2,PIK3R2
JAK2,PLCG1
JAK2,PLD2
JAK2,PPP2CA
JAK2,PRKACA
JAK2,PRKCA
JAK2,PRKCI
JAK2,PRKCZ
JAK2,PTK2
JAK2,PTK6
JAK2,PTPN12
JAK2,RAF1
JAK2,RELA
JAK2,SHC1
JAK2,SNX2
JAK2,SOCS1
JAK2,SOS1
JAK2,SRC
JAK2,STAT1
JAK2,STAT2
JAK2,STAT3
JAK2,STAT5A
JAK2,STAT5B
JAK2,STK11
JAK2,TEC
JAK2,TGFB1
JAK2,TGFBR1
JAK2,TRADD
JAK2,VDR
JAK2,WASL
JNKK2,CASP2
JNKK2,CASP8
JNKK2,CDC42
JNKK2,FADD
JNKK2,FYN
JNKK2,PAK1
JNKK2,PAK6
JNKK2,RAC1
JNKK2,RIPK1
JNKK2,TRADD
JNKK2,TRAF1
JUNB,CREBBP
JUNB,GSK3B
JUNB,JUND
JUNB,PRKACA
JUNB,RELA
JUNB,SMAD1
JUNB,SMAD2
JUNB,SMAD3
JUNB,STAT1
JUNB,TGFBR1
JUNB,ZFHX1B
JUND,CREBBP
JUND,RAF1
JUND,SMAD1
JUND,SMAD2
JUND,STAT5A
JUND,TBP
JUND,TGFBR1
JUND,ZFHX1B
JUP,APC
JUP,CREBBP
JUP,CSNK1A1
JUP,KIT
JUP,PPP2CA
JUP,PRKACA
JUP,PSEN1
JUP,SMAD3
KIT,ABL1
KIT,CASP8
KIT,FES
KIT,LCK
KIT,LYN
KIT,MST1R
KIT,NCK2
KIT,PIK3CB
KIT,PIK3R2
KIT,PLCG1
KIT,PLD2
KIT,PPP2CA
KIT,PRKCZ
KIT,PTK2
KIT,PTK6
KIT,RAF1
KIT,SHC1
KIT,SNX2
KIT,SOCS1
KIT,SOS1
KIT,SOS2
KIT,SRC
KIT,STAT1
KIT,STAT3
KIT,STAT5A
KIT,STAT5B
KIT,TEC
KIT,TGFBR1
KIT,WASL
KPNA2,APC
KPNA2,CREBBP
KPNA2,KPNA6
KPNA2,KPNB1
KPNA2,MYB
KPNA2,NCOA3
KPNA2,NUP153
KPNA2,PCAF
KPNA2,PIK3CD
KPNA2,RAN
KPNA2,RELA
KPNA2,RELB
KPNA2,SMAD2
KPNA2,SMAD3
KPNA2,SMAD4
KPNA2,SPEN
KPNA2,STAT1
KPNA2,STAT2
KPNA2,TCF3
KPNA2,TEC
KPNA2,TP53
KPNA2,TP73
KPNA2,VDR
KPNA3,KPNA6
KPNA3,RAN
KPNA6,AP2B1
KPNA6,KPNB1
KPNA6,PRKAR2A
KPNA6,RAN
KPNA6,SIN3A
KPNA6,SNIP1
KPNA6,STAT5A
KPNA6,STAT5B
KPNA6,TP53
KPNB1,ABL1
KPNB1,CREBBP
KPNB1,LAMR1
KPNB1,NUP153
KPNB1,PRKAR2A
KPNB1,RAN
KPNB1,RELB
KPNB1,RPL4
KPNB1,SMAD2
KPNB1,SMARCC2
KPNB1,STAT1
KPNB1,STAT5A
KPNB1,TRAF2
KRT7,KRT17
KRT7,KRT18
KRT7,KTN1
KRT8,KRT18
KRT8,RAF1
KRT17,KRT18
KRT17,SFN
KRT18,NRAS
KRT18,RAF1
KRT18,RIPK1
LAMR1,CREBBP
LAMR1,NCOA3
LAMR1,PIK3CB
LAMR1,PSMC2
LAMR1,RAN
LAMR1,RPL4
LAMR1,RPL8
LAMR1,SMAD3
LAMR1,TP53
LCK,ABL1
LCK,CREBBP
LCK,LYN
LCK,MET
LCK,MST1R
LCK,NCK2
LCK,NRAS
LCK,PIK3R2
LCK,PLCG1
LCK,PTK2
LCK,PTK6
LCK,RAF1
LCK,SHC1
LCK,SMAD2
LCK,SOS1
LCK,SRC
LCK,STAT1
LCK,STAT2
LCK,STAT3
LCK,STAT5A
LCK,STAT5B
LCK,TEC
LCK,TNK2
LCK,VAV2
LEF1,APC
LEF1,CREBBP
LEF1,SMAD1
LEF1,SMAD2
LEF1,SMAD3
LEF1,ZFHX1B
LFNG,DLL1
LFNG,DLL4
LFNG,JAG1
LFNG,JAG2
LFNG,NOTCH1
LFNG,NOTCH2
LFNG,NOTCH3
LYN,ABL1
LYN,MET
LYN,MST1R
LYN,NCK2
LYN,PIK3CD
LYN,PIK3R2
LYN,PLCG1
LYN,PLD2
LYN,PRKCA
LYN,PSEN1
LYN,PTEN
LYN,PTK2
LYN,PTK6
LYN,PTPN12
LYN,RAF1
LYN,SHC1
LYN,SMAD2
LYN,SOCS1
LYN,SOCS5
LYN,SRC
LYN,STAT1
LYN,STAT2
LYN,STAT3
LYN,STAT5A
LYN,STAT5B
LYN,TEC
LYN,TGFB1
LYN,TGFBR2
LYN,VAV2
MAGI3,FZD4
MAGI3,FZD6
MAGI3,NKD1
MAGI3,NLK
MAGI3,PTEN
MAGI3,VANGL2
MAIL,NFKB1
MAIL,NFKB2
MAIL,REL
MAIL,RELA
MAIL,RELB
MAIL,SFN
MAIL,TRAF6
MAML1,CCND1
MAML1,CTNNB1
MAML1,DLL1
MAML1,DLL4
MAML1,HES1
MAML1,HES5
MAML1,HEY1
MAML1,MAML3
MAML1,MEF2C
MAML1,NOTCH1
MAML1,NOTCH2
MAML1,NOTCH3
MAML1,PIAS1
MAML1,SNW1
MAML1,TP53
MAML3,CREBBP
MAML3,HES1
MAML3,JAG1
MAML3,NOTCH1
MAML3,NOTCH2
MAML3,NOTCH3
MAML3,PIAS1
MAML3,SNW1
MAP1B,PLD2
MAP3K4,AXIN1
MAP3K4,CDC42
MAP3K4,DVL1
MAP3K4,FLNA
MAP3K4,MAP2K6
MAP3K4,PRKCA
MAP3K4,PRKCD
MAP3K4,RAC1
MAP3K4,TRAF4
MAPK14,ATF2
MAPK14,CDC25B
MAPK14,CDC42
MAPK14,ELK1
MAPK14,KRT8
MAPK14,MAP2K6
MAPK14,MEF2A
MAPK14,MEF2C
MAPK14,NCOA3
MAPK14,NFKB1
MAPK14,RAC1
MAPK14,RELA
MAPK14,SHC1
MAPK14,SMAD3
MAPK14,STAT1
MAPK14,STAT3
MAPK14,TAB1
MAPK14,TAB2
MAPK14,TNF
MAPK14,TP53
MAPK14,TRAF6
MBP,CDC42
MBP,CREBBP
MBP,MBP
MBP,NRAS
MBP,RAC1
MCC,APC
MCC,TP53
MCM5,MCM7
MCM5,SMAD2
MCM5,STAT1
MCM5,TFDP1
MCM7,TFDP1
MCM7,TRAF2
MDM2,AKT1
MDM2,ARRB1
MDM2,ARRB2
MDM2,CCNA2
MDM2,CDK2
MDM2,CDKN1A
MDM2,EGFR
MDM2,HDAC1
MDM2,KIT
MDM2,NUMB
MDM2,PIAS1
MDM2,PML
MDM2,SUMO1
MDM2,TP53
MDM2,TP73
MDM2,YY1
MEF2A,CREBBP
MEF2A,MEF2C
MEF2A,SMAD3
MEF2C,CREBBP
MEF2C,NUP214
MEF2C,SMAD3
MEK1,AKT1
MEK1,CDC42
MEK1,HES1
MEK1,MAP2K6
MEK1,MAPK14
MEK1,PRKCZ
MEK1,RAF1
MEK1,SMAD2
MEK1,SMAD3
MEK1,WNT5A
MEK2,MAP2K6
MEK2,MAPK14
MEK3,ATF2
MEK3,MAP2K6
MEK3,MAP3K4
MEK3,MAPK14
MEK3,NFKB1
MEK3,PKN1
MEK3,RAC1
MEK3,RIPK1
MEK3,TAB1
MEK3,TAB2
MEK3,TNF
MEK3,TP53
MEK3,TRADD
MEK3,TRAF6
MEK5,BAD
MEK5,FOS
MEK5,MEF2A
MEK5,MEF2C
MEK5,PRKCI
MEK5,PRKCZ
MEK5,STAT3
MEKK2,MMP7
MEKK3,CCND1
MEKK3,GRB2
MEKK3,HRAS
MEKK3,IKBKG
MEKK3,MAP2K6
MEKK3,MAPK14
MEKK3,NFKB1
MEKK3,NRAS
MEKK3,PAK1
MEKK3,PRKCA
MEKK3,PRKCD
MEKK3,RAC1
MEKK3,RHOA
MEKK3,RIPK1
MEKK3,TAB1
MEKK3,TAB2
MEKK3,TNF
MEKK3,TRADD
MEKK3,TRAF6
MEKK3,WNK1
MET,ABL1
MET,APC
MET,MST1R
MET,NCK2
MET,PIK3R2
MET,PLCG1
MET,PTK6
MET,RAN
MET,SHC1
MET,SOS1
MET,SOS2
MET,SRC
MET,STAT1
MET,STAT3
MET,STAT5A
MET,STAT5B
MET,TEC
MET,VAV2
MET,WASL
MIG6,RPL30
MIG6,RPL4
MIG6,RPL6
MIG6,RPL8
MIG6,RPS11
MIG6,UXT
MIZ1,CCND1
MIZ1,CDKN1A
MIZ1,ITGA6
MIZ1,MYC
MIZ1,SHC1
MIZ1,SMAD2
MIZ1,SMAD4
MIZ1,SP1
MKP1,FOS
MKP1,FOSB
MKP1,JUNB
MKP1,MAPK14
MKP1,NFKB1
MKP1,PRKCZ
MKP1,RAC1
MKP1,SOCS1
MKP1,TNF
MKP1,TP53
MST1R,ABL1
MST1R,PIK3R2
MST1R,PLCG1
MST1R,PTK6
MST1R,RAF1
MST1R,RELB
MST1R,SHC1
MST1R,SOS1
MST1R,SOS2
MST1R,SRC
MST1R,STAT1
MST1R,STAT3
MST1R,STAT5A
MST1R,STAT5B
