# Protein-1,# Protein-2
PIK3R2,ABL1
PIK3R2,PTK2
PIK3R2,SMAD1
PIK3R2,SMAD3
PIK3R2,SRC
PIK3R2,STAT1
PIK3R2,STAT3
PIK3R2,STAT5B
PIK3R2,WASL
PITPN,ARRB2
PITPN,CAMK2D
PITPN,CRK
PKN1,APC
PKN1,RELA
PLD2,RAC1
PLD2,SMAD3
POLR2H,POLR2L
POLR2H,STAT5B
PPP2CA,STAT1
PPP2CA,STAT3
PPP2CA,STAT5B
PRKACA,BAD
PRKACA,CTNNB1
PRKACA,GSK3B
PRKACA,PRKAR1A
PRKACA,PRKCA
PRKACA,RELA
PRKCA,SRC
PRKCA,STAT5B
PRKCB,GJA1
PRKCB,JAK1
PRKCB,PRKCA
PRKCB,RHOA
PSMB5,PSMD4
PSMC2,PSMC3
PSMC2,PSMD1
PSMC2,PSMD13
PSMC2,PSMD3
PSMC2,PSMD4
PSMC2,PSMD7
PSMC3,PSMD1
PSMC3,PSMD13
PSMC3,PSMD4
PSMC3,PSMD7
PSMD1,CLTC
PSMD1,PSMD13
PSMD1,PSMD3
PSMD1,PSMD4
PSMD1,PSMD7
PSMD3,COPS3
PSMD3,PSMD13
PSMD3,PSMD4
PSMD3,PSMD7
PSMD4,PSMD13
PSMD4,PSMD7
PSMD4,RELA
PSMD4,SUMO2
PSMD4,TRAF2
PSMD7,PSMD13
PSMD13,ANAPC5
PSMD13,PSMB5
PTK2,ABL1
PTK2,SHC1
PTK2,SRC
PTK2,STAT1
PTK2,STAT2
PTK2,STAT3
PTK2,STAT5B
PTPN12,APC
PTPN12,PRKAR1A
PTPN12,SRC
PTPN12,STAT1
PTPN12,STAT5B
PTPN12,STUB1
PTPN12,WASL
RAB5,AKT1
RAB5,APPL2
RAB5,CAV1
RAB5,CTNNB1
RAB5,EPS8
RAB5,MAPK14
RAB23,EPS8
RAC1,SMAD3
RACK1,FYN
RACK1,GRB2
RACK1,HRAS
RACK1,NSMAF
RACK1,PRKCA
RACK1,PRKCB
RACK1,RPL4
RACK1,RPS13
RACK1,SDC2
RACK1,SHC1
RACK1,SRC
RAI,NFKB1
RAI,RELA
RAI,SP1
RAI,TP53
RAIDD,CASP2
RAIDD,DAXX
RAIDD,FADD
RAIDD,GRB10
RAIDD,NFKB1
RAIDD,RIPK1
RAIDD,TP53
RAIDD,TRAF2
RALBP1,ABL1
RALBP1,CDC42
RALBP1,CSK
RALBP1,FYN
RALBP1,JAK1
RALBP1,LYN
RALBP1,MTIF2
RALBP1,RAC1
RALBP1,RALB
RALBP1,RAN
RALBP1,RHOA
RAN,HDAC1
RAN,RANBP9
RAN,RELA
RAN,SUMO1
RAP30,CCNH
RAP30,CDK9
RAP30,POLR2H
RAP30,POLR2L
RAP74,CDK9
RAP74,POLR2H
RB,FHL2
RBL2,RELA
RBL2,SP1
RBPSUH,CTBP1
RBPSUH,CTBP2
RBPSUH,FHL1
RBPSUH,HDAC1
RBPSUH,HDAC2
RBPSUH,HES1
RBPSUH,MAML1
RBPSUH,NFKB1
RBPSUH,NOTCH2
RBPSUH,NOTCH3
RBPSUH,SNW1
RBPSUH,SPEN
RBX1,ANAPC2
RBX1,ZNF259
RELA,PRKCI
RELA,SMAD3
RELA,SP1
RELA,SRC
RELA,STAT1
RELA,STAT3
RELA,STAT5B
RELA,TP53
REQ,CASP7
REQ,FADD
REQ,FHL2
REQ,SMARCE1
RHOA,PRKAR1A
RHOA,SMAD1
RHOA,SMAD3
RHOA,TGFB1
RIP2,AKT1
RIP2,CDC42
RIP2,PTK2
RIP2,RAC1
RIP2,RHOA
RIP2,SRC
RIPK1,NFKB2
RIPK1,STAT1
RIPK1,TRAF2
RKIP,CDK2
RKIP,GSK3B
RKIP,NFKB1
RKIP,PRKCA
RKIP,PRKCB
RKIP,YY1
RNF4,UBE2E1
RPA5,POLR1B
RPA5,POLR1D
RPA5,POLR2H
RPA5,POLR2L
RPL4,RPL8
RPL6,RPL8
RSK2,ETS1
SAM68,CBL
SAM68,CD44
SAM68,CRK
SAM68,CSK
SAM68,FYN
SAM68,GRB10
SAM68,GRB2
SAM68,LYN
SAM68,PIK3R2
SAM68,PRMT1
SAM68,SRC
SAM68,STAT3
SAP97,CDK2
SAP97,SRC
SAP97,UBE3A
SCF,APH1A
SCF,BTRC
SCF,CTNNB1
SCF,CUL1
SCF,FBXW7
SCF,GSK3B
SCF,RBX1
SCF,SKP1
SCF,SKP2
SCF,UBE2L3
SF1,APC
SF1,PRKCI
SHC1,SRC
SHP2,AKT1
SHP2,ERBB2
SHP2,FYN
SHP2,GRB2
SHP2,HRAS
SHP2,JAK1
SHP2,MET
SHP2,PIK3R2
SHP2,PTK2
SHP2,PXN
SHP2,STAT1
SHP2,STAT3
SINK,AKT1
SINK,ATF2
SINK,PPP2CA
SINK,RELA
SKP1,BTRC
SKP1,CCNA2
SKP1,CDK2
SKP1,CDKN1A
SKP1,CTNNB1
SKP1,FBXW7
SKP1,NFKB1
SKP1,PSMC2
SKP1,RBX1
SKP1,SKP2
SMAD1,COPS5
SMAD1,NUP153
SMAD1,RAN
SMAD1,SMAD3
SMAD1,SP1
SMAD1,STUB1
SMAD1,TGFB1
SMAD1,TGFBR2
SMAD1,TP53
SMAD1,VDR
SMAD1,VIM
SMAD3,NCOA3
SMAD3,NUP153
SMAD3,PRKCI
SMAD3,RAN
SMAD3,SP1
SMAD3,SPEN
SMAD3,STAT1
SMAD3,STAT2
SMAD3,STAT3
SMAD3,STUB1
SMAD3,TGFB1
SMAD3,TGFBR2
SMAD3,TP53
SMAD3,UBE2E1
SMAD3,VDR
SMARCB1,CCND1
SMARCB1,CDKN1A
SMARCB1,HDAC1
SMARCB1,MYC
SMARCB1,NCOR1
SMARCB1,SMARCA4
SMARCB1,SMARCC1
SMARCB1,SMARCC2
SMARCB1,SMARCE1
SMARCB1,TP53
SMARCB1,VIM
SMARCC1,FOXO1A
SMARCC1,HDAC1
SMARCC1,HDAC2
SMARCC1,HDAC6
SMARCC1,NCOR1
SMARCC1,PCAF
SMARCC1,SMARCA4
SMARCC1,VDR
SMARCC2,SMARCA4
SMARCC2,SMARCC1
SMRT,CTBP1
SMRT,NCOR1
SNW1,CDK9
SNW1,MYC
SNW1,NOTCH2
SNW1,NOTCH3
SNW1,RBL2
SNW1,SMAD3
SNW1,VDR
SNX1,EPS15
SNX1,HGS
SNX1,RAC1
SNX1,SNX2
SNX1,SNX6
SNX4,ABL1
SNX4,AKT1
SNX4,CDK9
SNX4,CSK
SNX4,FYN
SNX4,JAK1
SNX4,LYN
SNX4,RIPK1
SNX4,SRC
SNX6,JAK1
SOCS5,STAT5B
SP1,SPEN
SP1,STAT2
SP1,STAT3
SP1,SUMO2
SPEN,STAT1
SPRY2,LRP1
SRC,APC
SRC,STAT1
SRC,STAT2
SRC,STAT3
SRC,STAT5B
SRC,WASL
STAMBPL1,CLTC
STAMBPL1,COPS5
STAMBPL1,GRB2
STAT1,ABL1
STAT1,NCOA3
STAT1,PAPOLA
STAT1,RAC1
STAT1,RAN
STAT1,STAT2
STAT1,STAT3
STAT1,STAT5B
STAT1,TP53
STAT1,VDR
STAT2,ABL1
STAT2,STAT3
STAT2,STAT5B
STAT3,CCND1
STAT3,MYC
STAT3,PIAS3
STAT3,RAC1
STAT5B,ABL1
STAT5B,NUP153
STAT5B,RAC1
STAT5B,STAT3
STAT5B,TGFB1
STAT5B,VDR
STUB1,TGFB1
SUMO1,SMARCA4
SUMO1,SUMO2
SUMO1,ZNF259
T2BP,DVL2
T2BP,NFKB1
T2BP,TRAF2
TAB2,HIPK2
TAB2,NCOR1
TAB2,NFKB1
TAB2,NLK
TAB2,RIPK1
TAB2,TGFBR2
TAB2,TRAF2
TAK1,TAB2
TAK1,TRAF2
TAK1,VDR
TFDP2,CDC25C
TGFB1,RAN
TGFB1,TGFB3
TGFB1,TGFBR2
TIEG2,FAF1
TIEG2,HDAC6
TIP1,CTNNB1
TNFR1,CASP2
TNFR1,CASP3
TNFR1,FADD
TNFR1,JAK1
TNFR1,NFKB1
TNFR1,NSMAF
TNFR1,RELA
TNFR1,RIPK1
TNFR1,STAT1
TNFR1,TRAF2
TNFR2,CSNK1A1
TNFR2,NFKB1
TNFR2,RIPK1
TNFR2,STAT1
TNFR2,TRAF2
TP53,COPS5
TP53,NUP153
TP53,RAN
TRAF2,NUP153
TRAF2,WASL
TRUSS,APH1A
TRUSS,APP
TRUSS,CTNNB1
TRUSS,MYC
TRUSS,NCOR1
TRUSS,RBX1
TRUSS,RIPK1
TRUSS,TRAF2
TRUSS,UBE2D1
UBC9,CASP3
UBC9,GAS1
UBCH5B,BTRC
UBCH5B,CBL
UBCH5B,CUL1
UBCH5B,RBX1
UBCH5B,STUB1
UBCH5B,SUMO1
UBCH5B,UBE3A
UBCH5C,PFDN2
UBCH5C,PPP2CA
UBCH5C,RAN
UBE3A,HDAC1
UBE3A,MCM7
UBE3A,RBBP7
UBE3A,SAP18
UBE3A,TP53
UBE3A,UBE2D1
UBE3A,UBE2E1
UBE3A,UBE2L3
USP9,CCND1
USP9,SUMO1
USP9,SUMO2
UXT,RPL4
VDR,STAT3
VIM,PRKAR1A
WASL,ABL1
WASL,APC
WASL,CRK
WASL,RAC1
WASL,SHC1
WASL,SNX1
WASL,STAT3
WNT5A,FZD7
YES,ABL1
YES,CBLB
YES,CSK
YES,CTNND1
YES,FYN
YES,LYN
YES,MAPK14
YES,RAC1
YES,SRC
YY1,PAPOLA
ZIN,RIPK1
ZIN,STAT3
ZIN,UBE2L3
ZNF216,RELA
ZNF216,RIPK1
