# Protein-1,# Protein-2
E2F5,BRCA1
E2F5,CCNA2
E2F5,E2F4
E2F5,SMARCA4
E2F5,TP53
E3B1,ABL1
E3B1,AKT1
E3B1,CDC42
E3B1,CRK
E3B1,EPS8
E3B1,FGR
E3B1,LYN
E3B1,MYC
E3B1,RAC1
E3B1,SOS1
E3B1,SRC
E3B1,WASL
EBP1,ERBB2
EBP1,HDAC2
EBP1,KPNA3
EBP1,PRKCA
EBP1,RPL30
EBP1,RPL4
EBP1,RPL8
EBP1,SIN3A
EF1A,BAD
EF1A,UBE3A
EGF,ERBB2
EGF,GRB7
EGF,RAF1
EGF,SOS1
EGF,WASL
EGFR,ABL1
EGFR,CAV1
EGFR,CRK
EGFR,CRKL
EGFR,CSK
EGFR,EPOR
EGFR,ERBB2
EGFR,FGR
EGFR,FYN
EGFR,GRB10
EGFR,GRB2
EGFR,GRB7
EGFR,HGS
EGFR,JAK1
EGFR,JUP
EGFR,LCK
EGFR,LYN
EGFR,MET
EGFR,NCK2
EGFR,PIK3R2
EGFR,PLCG1
EGFR,PRKCI
EGFR,PRKCZ
EGFR,PTK2
EGFR,SHC1
EGFR,SOCS3
EGFR,SOS1
EGFR,SRC
EGFR,STAT1
EGFR,STAT3
EGFR,STAT5A
EGFR,STAT5B
EGFR,WASL
EIF3S2,PPP2CA
EIF3S2,PSMD1
EIF3S2,SMARCA4
EIF4E,FBL
EIF4E,G3BP2
ELK1,JUN
ELK1,JUNB
ELK1,JUND
ELK1,KPNA2
ELK1,RAF1
ELK1,SMAD2
ELK1,SMAD3
ELK1,STAT1
ELK1,STAT5A
ELK1,TCF3
ELK3,CCNB1
ELK3,CCND1
ELK3,CCNE1
ELK3,CCNH
ELK3,CEBPA
ELK3,FOS
ELK3,JUN
ELK3,JUNB
ELK3,JUND
ELK3,PCAF
ELK3,RBL1
ELK3,RBL2
ELK3,SMARCA4
ELK4,MTA2
ENG,CD44
ENG,SMAD1
ENG,SMAD2
ENG,SMAD4
ENG,SP1
ENG,TGFB1
ENG,TGFBR1
ENG,TGFBR2
EPOR,ABL1
EPOR,FGR
EPOR,FYN
EPOR,GRB2
EPOR,JAK1
EPOR,LCK
EPOR,LYN
EPOR,PIK3R2
EPOR,RAF1
EPOR,SOS1
EPOR,SRC
EPOR,STAT1
EPOR,STAT3
EPOR,STAT5A
EPOR,STAT5B
EPOR,WASL
EPS8,SMAD2
EPS15,ERBB2
EPS15,GRB2
EPS15,HGS
EPS15,RPL8
EPS15R,AP2A1
EPS15R,AP2B1
EPS15R,CLTC
EPS15R,EPS15
EPS15R,HGS
EPS15R,NUMB
EPS15R,SPRY2
EPS15R,SRC
ERBB2,ABL1
ERBB2,FGR
ERBB2,FYN
ERBB2,GRB10
ERBB2,GRB2
ERBB2,GRB7
ERBB2,HGS
ERBB2,KRT18
ERBB2,KRT8
ERBB2,LCK
ERBB2,LYN
ERBB2,MET
ERBB2,NCK2
ERBB2,PIK3R2
ERBB2,PLCG1
ERBB2,PLD2
ERBB2,PLSCR1
ERBB2,PRKCA
ERBB2,PTK2
ERBB2,RIPK1
ERBB2,SHC1
ERBB2,SOCS3
ERBB2,SOS1
ERBB2,SRC
ERBB2,STAT1
ERBB2,STAT3
ERBB2,STAT5A
ERBB2,STAT5B
ERBB2,VAV3
ERBB2,WASL
ERK1,AKT1
ERK1,ARRB2
ERK1,ATF3
ERK1,AXIN1
ERK1,BAD
ERK1,BRCA1
ERK1,CASP9
ERK1,CCNE1
ERK1,CD44
ERK1,CDC25A
ERK1,CDK2
ERK1,CDK4
ERK1,CEBPA
ERK1,COPS3
ERK1,CRKL
ERK1,CSK
ERK1,CTNNB1
ERK1,DYRK1A
ERK1,EPOR
ERK1,ETS1
ERK1,FOS
ERK1,FYN
ERK1,GRB10
ERK1,HDAC1
ERK1,HGS
ERK1,HSPA8
ERK1,ID2
ERK1,JAK1
ERK1,JUN
ERK1,JUNB
ERK1,KRT18
ERK1,LCK
ERK1,LYN
ERK1,MEF2A
ERK1,NCK2
ERK1,NCOA3
ERK1,NFYA
ERK1,NRAS
ERK1,NUP153
ERK1,NUP214
ERK1,PCAF
ERK1,PIK3R2
ERK1,PKN2
ERK1,PLCG2
ERK1,PPP2CA
ERK1,PRKACA
ERK1,PRKCA
ERK1,PRKCI
ERK1,PRKCZ
ERK1,RAF1
ERK1,RAN
ERK1,RBL1
ERK1,RBL2
ERK1,RELA
ERK1,RIPK1
ERK1,SF1
ERK1,SHC1
ERK1,SMAD2
ERK1,SMAD3
ERK1,SMAD4
ERK1,SMARCA4
ERK1,SP1
ERK1,SRC
ERK1,STAT1
ERK1,STAT3
ERK1,STAT5A
ERK1,STAT5B
ERK1,SVIL
ERK1,TCF8
ERK1,TGFBR1
ERK1,TP53
ERK1,WASL
ERK2,AKT1
ERK2,CDK2
ERK2,CRKL
ERK2,EPOR
ERK2,FGR
ERK2,FYN
ERK2,GRB2
ERK2,HDAC1
ERK2,JAK1
ERK2,JUN
ERK2,JUNB
ERK2,NRAS
ERK2,NUP214
ERK2,PRKCI
ERK2,PSMD4
ERK2,RAF1
ERK2,SMAD1
ERK2,SMAD2
ERK2,SMAD3
ERK2,SOS1
ERK2,STAT1
ERK2,STAT3
ERK2,STAT5A
ERK2,STAT5B
ERK2,SVIL
ERK2,TGFBR1
ERK2,TP53
ERK5,ABL1
ERK5,ATF2
ERK5,CCND1
ERK5,CDC25C
ERK5,CDC42
ERK5,CTNNB1
ERK5,FOS
ERK5,JUN
ERK5,MAPK14
ERK5,MEF2A
ERK5,PPP2CA
ERM,CCND1
ERM,CCNE1
ERM,PKN1
ERM,PRKACA
ERM,PRKCA
ERM,PRKCZ
ERM,RBL1
ERT,EPS15
ERT,ERBB2
ERT,JAK1
ERT,JUN
ERT,MYC
ERT,NFKB1
ESR1,CDK4
ESR1,CDK7
ESR1,ERBB2
ESR1,FOS
ESR1,HDAC1
ESR1,JUN
ESR1,KPNA2
ESR1,LAMR1
ESR1,RAF1
ESR1,RELA
ESR1,SMAD1
ESR1,SMAD2
ESR1,SMAD3
ESR1,STAT1
ESR1,STAT5A
ESR1,TCF3
ETS1,FOS
ETS1,HDAC1
ETS1,JUN
ETS1,JUNB
ETS1,JUND
ETS1,KPNA2
ETS1,RAF1
ETS1,RBL2
ETS1,SMAD1
ETS1,SMAD2
ETS1,SMAD3
ETS1,STAT1
ETS1,STAT3
ETS1,STAT5A
ETS1,TCF3
ETS1,TGFBR1
FADD,FYN
FADD,HSPA8
FADD,KRT18
FADD,NFKB2
FADD,PSMD12
FADD,RIPK1
FADD,STAT3
FADD,STAT5A
FADD,STAT5B
FADD,TGFBR1
FADD,TRADD
FAF1,HDAC1
FAF1,HDAC2
FAF1,TRADD
FANCD2,NCOA3
FANCD2,TP53
FBL,ITGB4BP
FBL,POLR1A
FBL,PRMT1
FBL,PSMD3
FBXW7,RBX1
FGR,ABL1
FGR,CASP8
FGR,CDC42
FGR,FYN
FGR,GIT1
FGR,GJA1
FGR,GRB10
FGR,GRB2
FGR,JAK1
FGR,LCK
FGR,LYN
FGR,MET
FGR,NCK2
FGR,PIK3R2
FGR,PLCG1
FGR,PLD2
FGR,PRKCA
FGR,PTK2
FGR,PTPN12
FGR,RAC1
FGR,SHC1
FGR,SOCS3
FGR,SOCS5
FGR,SRC
FGR,STAT1
FGR,STAT3
FGR,STAT5A
FGR,STAT5B
FGR,VAV2
FGR,WASL
FHL2,BRCA1
FHL2,CCND1
FHL2,CDH1
FHL2,CTNNB1
FHL2,HIPK2
FHL2,NFKB1
FHL2,PSEN2
FHL2,PTK2
FHL2,SMAD2
FHL2,SMAD3
FHL2,SMAD4
FHL2,TP53
FHL2,TRAF6
FKBP12,CCNB1
FKBP12,FYN
FKBP12,JUN
FKBP12,PSEN1
FKBP12,RAF1
FKBP12,SMAD2
FKBP12,STAT5A
FKBP51,CDC25A
FKBP51,EIF3S2
FKBP51,FZR1
FKBP51,SMAD3
FKBP51,TGFBR1
FLIP,CASP2
FLIP,CASP8
FLIP,CASP9
FLIP,CDK7
FLIP,DSP
FLIP,FADD
FLIP,FAF1
FLIP,FYN
FLIP,NFKB2
FLIP,NOTCH2
FLIP,NRAS
FLIP,PSEN1
FLIP,PSMD12
FLIP,RIPK1
FLIP,STUB1
FLIP,SVIL
FLIP,TGFB1
FLIP,TRADD
FLIP,TRAF2
FLIP,TRAF5
FLNA,FYN
FLNA,LCK
FLNA,NOTCH2
FOS,HDAC1
FOS,HDAC2
FOS,JUN
FOS,JUNB
FOS,JUND
FOS,MYB
FOS,NCOA3
FOS,NFYA
FOS,PRKCA
FOS,RAF1
FOS,RELA
FOS,RIPK1
FOS,SALL1
FOS,SMAD1
FOS,SMAD2
FOS,SMAD3
FOS,SMAD4
FOS,SP1
FOS,STAT1
FOS,STAT3
FOS,STAT5A
FOS,STAT5B
FOS,ZFHX1B
FOSB,ATF3
FOSB,FOS
FOSB,JUN
FOSB,JUNB
FOSB,JUND
FOXG1B,CDKN1A
FOXG1B,FZD4
FOXG1B,HDAC1
FOXG1B,SMAD1
FOXG1B,SMAD2
FOXG1B,SMAD3
FOXG1B,SMAD4
FOXG1B,TLE1
FOXH1,CCNE1
FOXH1,RBL1
FOXH1,SMAD1
FOXH1,SMARCC2
FOXH1,TGIF
FOXO1A,KPNA2
FOXO1A,PIAS1
FOXO1A,SMAD1
FOXO1A,SMAD2
FOXO1A,SMAD3
FOXO1A,STAT1
FOXO1A,TCF3
FOXO1A,ZFHX1B
FOXO3A,CCNB1
FOXO3A,CCNB2
FOXO3A,CDK2
FOXO3A,JUP
FOXO3A,PCAF
FOXO3A,RAN
FOXO3A,SMAD1
FOXO3A,SMAD2
FOXO3A,SMAD3
FOXO3A,ZFHX1B
FOXO4,CDK2
FOXO4,RAN
FOXO4,SMAD1
FOXO4,SMAD2
FOXO4,ZFHX1B
FRAT1,ARRB2
FRP2,FZD9
FYN,CDC42
FYN,FES
FYN,GJA1
FYN,GRB10
FYN,GRB2
FYN,GRB7
FYN,HD
FYN,HSPA8
FYN,JAK1
FYN,KRT18
FYN,LCK
FYN,LYN
FYN,MEF2A
FYN,MET
FYN,NCK2
FYN,NRAS
FYN,PIK3CB
FYN,PIK3R2
FYN,PKN1
FYN,PKN2
FYN,PLCG1
FYN,PPP2CA
FYN,PRKCA
FYN,PRKCD
FYN,PRKCZ
FYN,PSEN1
FYN,PSEN2
FYN,PTK2
FYN,PTPN12
FYN,RAC1
FYN,RAF1
FYN,RELA
FYN,RPL8
FYN,SHC1
FYN,SOCS3
FYN,SOCS5
FYN,SOS1
FYN,SRC
FYN,STAT1
FYN,STAT3
FYN,STAT5A
FYN,STAT5B
FYN,TGFB1
FYN,TGFBR2
FYN,VIM
FYN,WASL
FZR1,CDC25C
FZR1,ID3
FZR1,SALL1
G3BP2,RELA
G3BP2,RPL8
GAB1,BCAR1
GAB1,CRKL
GAB1,ERBB2
GAB1,FYN
GAB1,GRB2
GAB1,JUN
GAB1,KPNA2
GAB1,NCK2
GAB1,PIK3R2
GAB1,RAF1
GAB1,SMAD2
GAB1,SMAD3
GAB1,SOS1
GAB1,STAT1
GAB1,STAT5A
GAB1,STAT5B
GAB1,TCF3
GAB1,WASL
GAB2,GRB2
GAB2,PRKCA
GAB2,RELA
GAB2,SMAD3
GAB2,TGFBR1
GAP,ABL1
GAP,BCAR1
GAP,CAV1
GAP,CRKL
GAP,CSK
GAP,EPOR
GAP,ERBB2
GAP,FGR
GAP,FYN
GAP,GRB10
GAP,GRB2
GAP,GRB7
GAP,JAK1
GAP,LCK
GAP,LYN
GAP,MET
GAP,NCK2
GAP,PIK3R2
GAP,PSEN1
GAP,PTK2
GAP,SOCS3
GAP,SOS1
GAP,SRC
GAP,STAT1
GAP,STAT3
GAP,STAT5A
GAP,STAT5B
GAP,WASL
GAPDH,APP
GAPDH,MYC
GAPDH,PLD2
GAS1,HIP1
GAS1,MYC
GAS1,RAB23
GAS1,STAT5A
GIPC,AKT1
GIPC,CLTC
GIPC,DAB2
GIPC,FZD1
GIPC,ITGA6
GIPC,PRKCA
GIPC,RAC1
GIPC,TGFBR3
GIT1,GRB2
GIT1,KPNB1
GIT1,MCM7
GIT1,NUP153
GJA1,LYN
GJA1,RAF1
GJA1,STAT5A
GLG1,WASL
GP130,ERBB2
GP130,FYN
GP130,JAK1
GP130,LYN
GP130,NRAS
GP130,STAT1
GP130,STAT5A
GP130,STAT5B
GRAP,ABL1
GRAP,BCAR1
GRAP,CD44
GRAP,CDC2
GRAP,CRKL
GRAP,CSK
GRAP,CSNK1E
GRAP,EPOR
GRAP,EPS15
GRAP,FYN
GRAP,GRB10
GRAP,GRB2
GRAP,GRB7
GRAP,IQGAP2
GRAP,JUP
GRAP,LCK
GRAP,LYN
GRAP,MET
GRAP,NCK2
GRAP,PIK3R2
GRAP,PLD2
GRAP,PRKCA
GRAP,PRKCZ
GRAP,PTK2
GRAP,RAF1
GRAP,RPL6
GRAP,SOCS5
GRAP,SOS1
GRAP,SRC
GRAP,STAT1
GRAP,STAT5A
GRAP,STAT5B
GRAP,TBK1
GRAP,WASL
GRB2,CDC42
GRB2,GRB10
GRB2,GRB7
GRB2,JAK1
GRB2,JUP
GRB2,LCK
GRB2,LYN
GRB2,MET
GRB2,NCK2
GRB2,PIK3R2
GRB2,PLCG1
GRB2,PRKCA
GRB2,PRKCI
GRB2,PTK2
GRB2,PTPN12
GRB2,RAC1
GRB2,RAF1
GRB2,RANBP9
GRB2,RELA
GRB2,SHC1
GRB2,SOCS3
GRB2,SOS1
GRB2,SRC
GRB2,STAT1
GRB2,STAT3
GRB2,STAT5A
GRB2,STAT5B
GRB2,TBK1
GRB2,WASL
GRB7,NCK2
GRB7,PIK3R2
GRB7,SOCS3
GRB7,SOS1
GRB7,STAT1
GRB7,STAT5A
GRB7,STAT5B
GRB7,WASL
GRB10,ABL1
GRB10,JAK1
GRB10,LCK
GRB10,LYN
GRB10,MET
GRB10,NCK2
GRB10,NRAS
GRB10,PIK3R2
GRB10,PTK2
GRB10,RAF1
GRB10,SOCS3
GRB10,SRC
GRB10,STAT1
GRB10,STAT3
GRB10,STAT5A
GRB10,STAT5B
GRB14,CRKL
GRB14,ERBB2
GRB14,FYN
GRB14,GRB2
GRB14,GRB7
GRB14,NCK2
GRB14,PIK3R2
GRB14,SOCS3
GRB14,STAT1
GRB14,STAT5A
GRB14,STAT5B
GRIM19,STAT3
GTFII-I,FOS
GTFII-I,HDAC1
GTFII-I,HDAC2
GTFII-I,MYC
GTFII-I,SMAD2
GTFII-I,SP1
GTFII-I,SRC
GTFII-I,STAT1
GTFII-I,STAT3
GTFII-I,YY1
HAT1,RBBP7
HBO1,E2F4
HBO1,ELK1
HBO1,HDAC6
HBO1,SMARCA4
HCK,ABL1
HCK,ARRB2
HCK,CAV1
HCK,CDC42
HCK,CRK
HCK,CRKL
HCK,CSK
HCK,FGR
HCK,FOS
HCK,FYN
HCK,GIT1
HCK,GLG1
HCK,GRB10
HCK,GRB2
HCK,JAK1
HCK,LCK
HCK,LYN
HCK,MET
HCK,NCK2
HCK,PIK3R2
HCK,PLCG1
HCK,PLD2
HCK,PTK2
HCK,PTPN12
HCK,RAC1
HCK,SHC1
HCK,SOCS3
HCK,SOS1
HCK,SRC
HCK,STAT1
HCK,STAT3
HCK,STAT5A
HCK,STAT5B
HCK,TRAF2
HCK,WASL
HD,HDAC1
HD,KPNA2
HD,PSEN1
HD,SMAD2
HD,SMAD3
HD,SOS1
HD,STAT1
HD,TCF3
HD,WASL
HDAC1,HDAC2
HDAC1,HDAC6
HDAC1,JUN
HDAC1,KPNA2
HDAC1,MTA2
HDAC1,MYB
HDAC1,NCOR1
HDAC1,NFYA
HDAC1,PAPOLA
HDAC1,RBL1
HDAC1,RELA
HDAC1,SIN3A
HDAC1,SMAD2
HDAC1,SMAD3
HDAC1,SMAD4
HDAC1,SMARCE1
HDAC1,SP1
HDAC1,SPEN
HDAC1,STAT1
HDAC1,STAT5A
HDAC1,STAT5B
HDAC1,TCF3
HDAC1,TP53
HDAC1,YY1
HDAC2,JUN
HDAC2,MAPK14
HDAC2,MCM5
HDAC2,MCM7
HDAC2,MTA2
HDAC2,MYB
HDAC2,RELA
HDAC2,SALL1
HDAC2,SIN3A
HDAC2,SMAD2
HDAC2,SP1
HDAC2,STAT1
HDAC2,STAT5A
HDAC2,STAT5B
HDAC2,TP53
HDAC6,ITGB4BP
HERP1,CASP2
HERP1,CASP8
HERP1,CASP9
HERP1,DAXX
HERP1,FADD
HERP1,GRB10
HERP1,NFKB1
HERP1,RIPK1
HERP1,TP53
HERP1,TRADD
HERP1,TRAF2
HES1,CCNB1
HES1,ELK1
HES1,FYN
HES1,ID1
HES1,ID2
HES1,ID3
HES1,JUN
HES1,JUNB
HES1,LYN
HES1,MYC
HES1,NCOA3
HES1,STAT1
HES1,STAT5A
HES1,STAT5B
HES1,TCF12
HES1,TCF3
HES5,CAMK2D
HES5,ID2
HES5,ID3
HES5,JAG1
HES5,NOTCH2
HES5,PSEN1
HES5,STAT3
HES6,ID1
HES6,ID2
HES6,ID3
HES6,MYC
HES6,NCOA3
HES6,TCF3
HGS,JAK1
HGS,KPNB1
HGS,MYB
HGS,PLCG2
HGS,PRKACA
HGS,RAN
HGS,SMAD1
HGS,SMAD2
HGS,SMAD3
HGS,SMURF2
HGS,SNRPD2
HGS,SVIL
HGS,TGFBR1
HGS,ZFHX1B
HIP1,ABL1
HIP1,CLTC
HIP1,CRK
HIP1,EPS15
HIP1,SRC
HIP1,WASL
HIPK2,SMAD2
HIPK2,SMAD3
HIPK2,SUMO2
HIPK2,TGFBR1
HIVEP3,FHL1
HIVEP3,GRB10
HIVEP3,JUN
HIVEP3,NFKB2
HIVEP3,TRAF2
HRAS,NRAS
HRAS,PIK3CB
HSP90A,ANAPC5
HSP90A,CDC37
HSP90A,COPS3
HSP90A,CSK
HSP90A,HDAC1
HSP90A,HDAC2
HSP90A,HSPA8
HSP90A,MAPK14
HSP90A,NRAS
HSP90A,NUP153
HSP90A,PRKCZ
HSP90A,RELA
HSP90A,SMAD4
HSP90A,STAT1
HSP90A,STAT5A
HSP90A,STAT5B
HSP90A,STUB1
HSP90A,SUMO1
HSP90A,SUMO2
HSP90B,AP2B1
HSP90B,HSPA8
HSP90B,KPNA6
HSP90B,MAPK14
HSP90B,NUP153
HSP90B,RUVBL1
HSP90B,SUMO1
HSPA8,CLTC
HSPA8,LYN
HSPA8,NUP153
HSPA8,PRKCI
HSPA8,RAF1
HSPA8,RAN
HSPA8,STAT1
HSPA8,STAT5A
HSPA8,STAT5B
HSPA8,STUB1
HSPA8,WASL
ICAT,AXIN1
ICAT,CTNNB1
ID1,ID2
ID1,ID3
ID1,TCF3
ID2,ID3
ID2,MYC
ID2,NCOA3
ID2,TCF3
ID3,MYC
ID3,NCOA3
ID3,TCF12
ID3,TCF3
ID4,ID1
ID4,ID3
ID4,TCF12
ID4,TCF3
IDAX,CSK
IDAX,FYN
IDAX,JUN
IDAX,LCK
IDAX,SHC1
IHH,FADD
IHH,LRP1
IHH,NOTCH2
IHH,PSEN1
IHH,PSEN2
IHH,RELA
IKBA,BCAR1
IKBA,BRCA1
IKBA,CASP3
IKBA,FAF1
IKBA,FOS
IKBA,FYN
IKBA,HDAC1
IKBA,HDAC2
IKBA,JUN
IKBA,KPNA2
IKBA,PCAF
IKBA,PPP2CA
IKBA,PRKACA
IKBA,PRKCZ
IKBA,RELA
IKBA,SP1
IKBA,STAT1
IKBA,STAT3
IKBA,STAT5A
IKBA,STAT5B
IKBKAP,CSNK1A1
IKBKG,CSK
IKBKG,CTBP1
IKBKG,KPNA2
IKBKG,RELA
IKBKG,SMAD2
IKBKG,SMAD3
IKBKG,STAT1
IKBKG,TCF3
IKKB,CSK
IKKB,CTBP1
IKKB,KPNA2
IKKB,RELA
IKKB,SMAD2
IKKB,SMAD3
IKKB,STAT1
IKKB,TCF3
IKKE,AKT1
IKKE,CDC37
IKKE,HSPA8
IKKE,NCK2
IKKE,RAF1
IKKE,RIPK1
IKKE,SRC
IKKE,STUB1
IKKE,TBK1
IQGAP2,PSMD4
IQGAP2,RELA
IQGAP2,TCF3
ITGB4,BCAR1
ITGB4,CASP3
ITGB4,CSK
ITGB4,SOS1
ITGB4,WASL
ITGB4BP,POLR1B
ITGB4BP,RPL4
ITGB4BP,RPL8
ITGB4BP,WDR12
ITRAF,NFKB1
ITRAF,TBK1
ITRAF,TRADD
ITRAF,TRAF2
ITRAF,TRAF3
ITRAF,TRAF5
ITRAF,TRAF6
JAG1,MFNG
JAG1,NOTCH2
JAG1,PSEN1
JAG1,PSEN2
JAG2,CASP3
JAG2,JAG1
JAG2,NOTCH2
JAG2,PSEN1
JAG2,PSEN2
JAK1,ABL1
JAK1,LCK
JAK1,LYN
JAK1,MET
JAK1,NCK2
JAK1,NRAS
JAK1,PIK3R2
JAK1,PLCG1
JAK1,PTK2
JAK1,PTPN12
JAK1,SHC1
JAK1,SOCS3
JAK1,SOS1
JAK1,SRC
JAK1,STAT1
JAK1,STAT3
JAK1,STAT5A
JAK1,STAT5B
JAK1,WASL
JAK2,ABL1
JAK2,AKT1
JAK2,APP
JAK2,BCAR1
JAK2,BRCA1
JAK2,CAMK2D
JAK2,CASP3
JAK2,CASP7
JAK2,CASP8
JAK2,CAV1
JAK2,CD44
JAK2,CDC2
JAK2,CEACAM1
JAK2,CEBPA
JAK2,CRK
JAK2,CRKL
JAK2,CSK
JAK2,CTNNB1
JAK2,EPOR
JAK2,EPS15
JAK2,ERBB2
JAK2,ETS1
JAK2,FADD
JAK2,FGR
JAK2,FOS
JAK2,FYN
JAK2,GRB10
JAK2,GRB2
JAK2,GRB7
JAK2,HGS
JAK2,IQGAP2
JAK2,JAK1
JAK2,JUN
JAK2,JUP
JAK2,LCK
JAK2,LYN
JAK2,MYB
JAK2,NCK2
JAK2,NRAS
JAK2,NUP153
JAK2,PAPOLA
JAK2,PIK3CB
JAK2,PIK3R2
JAK2,PLCG1
JAK2,PLCG2
JAK2,PLD2
JAK2,PPP2CA
JAK2,PRKACA
JAK2,PRKCA
JAK2,PRKCI
JAK2,PRKCZ
JAK2,PTK2
JAK2,PTPN12
JAK2,RAF1
JAK2,RELA
JAK2,SHC1
JAK2,SNX2
JAK2,SOCS3
JAK2,SOS1
JAK2,SRC
JAK2,STAT1
JAK2,STAT3
JAK2,STAT5A
JAK2,STAT5B
JAK2,TGFB1
JAK2,TGFBR1
JAK2,TRADD
JAK2,VAV3
JAK2,WASL
JNK1,FOS
JNK1,JUN
JNK1,RAF1
JNK1,SMAD1
JNK1,SMAD2
JNK1,SMAD3
JNK1,STAT1
JNK1,STAT5A
JNK1,STAT5B
JNK1,TGFBR1
JNKK2,CASP2
JNKK2,CASP8
JNKK2,CDC42
JNKK2,FADD
JNKK2,FYN
JNKK2,JUN
JNKK2,RAC1
JNKK2,RIPK1
JNKK2,TRADD
JUN,JUNB
JUN,JUND
JUN,KPNA2
JUN,LCK
JUN,LYN
JUN,NRAS
JUN,PRKACA
JUN,PRKCZ
JUN,RAF1
JUN,RELA
JUN,SMAD1
JUN,SMAD2
JUN,SMAD3
JUN,STAT1
JUN,STAT3
JUN,STAT5A
JUN,STAT5B
JUN,TCF3
JUN,TGFBR1
JUN,TP53
JUNB,JUND
JUNB,PRKACA
JUNB,RELA
JUNB,SMAD1
JUNB,SMAD2
JUNB,SMAD3
JUNB,STAT1
JUNB,TGFBR1
JUNB,ZFHX1B
JUND,RAF1
JUND,SMAD1
JUND,SMAD2
JUND,STAT5A
JUND,TGFBR1
JUND,ZFHX1B
JUP,CSNK1A1
JUP,PPP2CA
JUP,PRKACA
JUP,PSEN1
JUP,SMAD3
KIT,ABL1
KIT,BCAR1
KIT,BRCA1
KIT,CASP3
KIT,CASP8
KIT,CAV1
KIT,CD44
KIT,CDC2
KIT,CEBPA
KIT,CRK
KIT,CRKL
KIT,CSK
KIT,CTNNB1
KIT,EPOR
KIT,EPS15
KIT,ERBB2
KIT,FES
KIT,FGR
KIT,FYN
KIT,GRB10
KIT,GRB2
KIT,IQGAP2
KIT,JAK1
KIT,JUP
KIT,LCK
KIT,LYN
KIT,NCK2
KIT,PIK3CB
KIT,PIK3R2
KIT,PLCG1
KIT,PLD2
KIT,PPP2CA
KIT,PRKCZ
KIT,PTK2
KIT,RAF1
KIT,SHC1
KIT,SNX2
KIT,SOCS3
KIT,SOS1
KIT,SRC
KIT,STAT1
KIT,STAT3
KIT,STAT5A
KIT,STAT5B
KIT,TGFBR1
KIT,WASL
KPNA2,KPNA6
KPNA2,KPNB1
KPNA2,MYB
KPNA2,NCOA3
KPNA2,NUP153
KPNA2,PCAF
KPNA2,PIK3CD
KPNA2,RAN
KPNA2,RELA
KPNA2,SMAD2
KPNA2,SMAD3
KPNA2,SMAD4
KPNA2,SPEN
KPNA2,STAT1
KPNA2,TCF3
KPNA2,TP53
KPNA3,KPNA6
KPNA3,RAN
KPNA6,AP2B1
KPNA6,KPNB1
KPNA6,PRKAR2A
KPNA6,RAN
KPNA6,SIN3A
KPNA6,STAT5A
KPNA6,STAT5B
KPNA6,TP53
KPNB1,ABL1
KPNB1,LAMR1
KPNB1,NUP153
KPNB1,PRKAR2A
KPNB1,RAN
KPNB1,RPL4
KPNB1,SMAD2
KPNB1,SMARCC2
KPNB1,STAT1
KPNB1,STAT5A
KPNB1,TRAF2
KRT7,KRT18
KRT7,KTN1
KRT8,KRT18
KRT8,RAF1
KRT17,KRT18
KRT17,KRT7
KRT18,NRAS
KRT18,RAF1
KRT18,RIPK1
LAMR1,NCOA3
LAMR1,PIK3CB
LAMR1,PSMC2
LAMR1,RAN
LAMR1,RPL4
LAMR1,RPL8
LAMR1,SMAD3
LAMR1,TP53
LCK,ABL1
LCK,LYN
LCK,MET
LCK,NCK2
LCK,NRAS
LCK,PIK3R2
LCK,PLCG1
LCK,PLCG2
LCK,PTK2
LCK,RAF1
LCK,SHC1
LCK,SMAD2
LCK,SOCS3
LCK,SOS1
LCK,SRC
LCK,STAT1
LCK,STAT3
LCK,STAT5A
LCK,STAT5B
LCK,VAV2
LEF1,CTNNB1
LEF1,SMAD1
LEF1,SMAD2
LEF1,SMAD3
LEF1,ZFHX1B
LFNG,JAG1
LFNG,NOTCH2
LIP1,FADD
LIP1,GIT1
LIP1,PPP2CA
LYN,ABL1
LYN,MET
LYN,NCK2
LYN,PIK3CD
LYN,PIK3R2
LYN,PLCG1
LYN,PLD2
LYN,PRKCA
LYN,PSEN1
LYN,PTK2
LYN,PTPN12
LYN,RAF1
LYN,SHC1
LYN,SMAD2
LYN,SOCS3
LYN,SOCS5
LYN,SRC
LYN,STAT1
LYN,STAT3
LYN,STAT5A
LYN,STAT5B
LYN,TGFB1
LYN,TGFBR2
LYN,VAV2
LYN,VAV3
MAGI3,FZD4
MAGI3,FZD7
MAGI3,NKD1
MAGI3,NLK
MAIL,NFKB1
MAIL,NFKB2
MAIL,RELA
MAIL,TRAF6
MAML1,CCND1
MAML1,CTNNB1
MAML1,NOTCH2
MAML1,PIAS1
MAML1,SENP1
MAML1,SNW1
MAML1,TP53
MAML2,MAML1
MAML2,NOTCH2
MAML2,SNW1
MAML3,JAG1
MAML3,MAML1
MAML3,NOTCH2
MAML3,PIAS1
MAML3,SENP1
MAML3,SNW1
MAP1B,PLD2
MAP2K6,FOS
MAP3K4,AXIN1
MAP3K4,CDC42
MAP3K4,DVL1
MAP3K4,FLNA
MAP3K4,JUN
MAP3K4,MFNG
MAP3K4,PRKCA
MAP3K4,PRKCD
MAP3K4,RAC1
MAP3K4,TRAF4
MAPK14,ATF2
MAPK14,CDC25B
MAPK14,CDC42
MAPK14,ELK1
MAPK14,JUN
MAPK14,KRT8
