# Protein-1,# Protein-2
AXIN1,SMAD1
AXIN1,SMAD2
AXIN1,SMAD3
AXIN1,SMURF2
AXIN1,TGFBR1
BAD,CDC25A
BAD,NRAS
BAD,RAF1
BAF53A,HAT1
BAF53A,MYC
BAF53A,RUVBL1
BAF53A,SMARCA4
BAF53A,SMARCB1
BAF53A,SMARCC1
BAF53A,SMARCC2
BAF53A,SMARCE1
BAF53A,SVIL
BAG1,HSPA8
BCAR1,CASP3
BCAR1,CASP8
BCAR1,CAV1
BCAR1,CD44
BCAR1,CDC2
BCAR1,CRK
BCAR1,CRKL
BCAR1,CSK
BCAR1,CTNNB1
BCAR1,EPOR
BCAR1,EPS15
BCAR1,FGR
BCAR1,FYN
BCAR1,GRB10
BCAR1,GRB2
BCAR1,IQGAP2
BCAR1,JUP
BCAR1,LYN
BCAR1,NCK2
BCAR1,PIK3R2
BCAR1,PLD2
BCAR1,PRKCI
BCAR1,PRKCZ
BCAR1,PTK2
BCAR1,RAF1
BCAR1,SHC1
BCAR1,SMAD2
BCAR1,SMAD3
BCAR1,SNX2
BCAR1,SOS1
BCAR1,STAT1
BCAR1,STAT3
BCAR1,STAT5A
BCAR1,STAT5B
BCAR1,WASL
BCL3,NOTCH2
BCL3,RELA
BCL3,UBE2D1
BCL7A,CDC25A
BCL7A,PDCD2
BCL7A,TRAF6
BP75,CCNH
BP75,PCAF
BPAG1,CTNNB1
BPAG1,FOS
BPAG1,HDAC6
BPAG2,CD151
BPAG2,CTNND1
BPAG2,DSP
BPAG2,HDAC1
BPAG2,ITGA6
BPAG2,KRT18
BRCA1,CCNB1
BRCA1,CCNB2
BRCA1,CCND1
BRCA1,CCNH
BRCA1,CDC25A
BRCA1,CDC25C
BRCA1,CDK4
BRCA1,CRKL
BRCA1,FOS
BRCA1,FYN
BRCA1,FZR1
BRCA1,GIT1
BRCA1,HDAC1
BRCA1,HDAC2
BRCA1,JUN
BRCA1,JUNB
BRCA1,MTA2
BRCA1,PCAF
BRCA1,RBL1
BRCA1,SMAD1
BRCA1,SMAD2
BRCA1,SMAD3
BRCA1,SP1
BRCA1,STAT1
BRCA1,STAT3
BRCA1,STAT5A
BRCA1,STAT5B
BRCA1,TP53
BTK,ABL1
BTK,BCAR1
BTK,CASP3
BTK,CASP7
BTK,CASP9
BTK,CDC2
BTK,CDK2
BTK,CDK7
BTK,CRK
BTK,CRKL
BTK,CSK
BTK,EPOR
BTK,FGR
BTK,FYN
BTK,GRB10
BTK,GRB2
BTK,JAK1
BTK,LCK
BTK,LYN
BTK,MET
BTK,NCK2
BTK,PIK3R2
BTK,PLCG1
BTK,PRKCA
BTK,PTK2
BTK,SHC1
BTK,SOCS3
BTK,SOCS5
BTK,SOS1
BTK,SRC
BTK,STAT1
BTK,STAT3
BTK,STAT5A
BTK,STAT5B
BTK,VAV2
BTRC2,APH1A
BTRC2,BRCA1
BTRC2,CTNNB1
BTRC2,CUL1
BTRC2,FBXW7
BTRC2,RBX1
BTRC2,SKP1
BTRC2,SKP2
BTRC2,UBE2L3
CAMK2A,PRKCI
CAMK2B,CAMK2D
CAMK2B,FOS
CAMK2B,HRAS
CAMK2B,JAK1
CAMK2B,MEF2A
CAMK2B,STAT1
CAMK2G,LYN
CAMK2D,SMAD3
CAMK2D,STAT3
CAMK2D,STAT5A
CAMK2D,STAT5B
CAPN3,RELA
CAPN3,RPL8
CASP2,CASP8
CASP2,CASP9
CASP2,CDK7
CASP2,FADD
CASP2,FYN
CASP2,HDAC1
CASP2,HDAC2
CASP2,NFKB2
CASP2,PSEN1
CASP2,PSMD12
CASP2,RIPK1
CASP2,TRADD
CASP3,CASP7
CASP3,CASP8
CASP3,CASP9
CASP3,CD44
CASP3,CDC2
CASP3,CRK
CASP3,CSK
CASP3,CTNNB1
CASP3,EIF4E
CASP3,EPS15
CASP3,FGR
CASP3,FLNA
CASP3,FYN
CASP3,IQGAP2
CASP3,JUP
CASP3,NOTCH2
CASP3,PIK3R2
CASP3,PLCG1
CASP3,PLD2
CASP3,PRKCI
CASP3,PRKCZ
CASP3,PSEN1
CASP3,RAF1
CASP3,SHC1
CASP3,SOS1
CASP3,STAT1
CASP3,TRAF2
CASP7,CSK
CASP8,CASP9
CASP8,FADD
CASP8,FYN
CASP8,NFKB2
CASP8,PSEN1
CASP8,PSMD12
CASP8,RIPK1
CASP8,TRADD
CASP9,CSK
CASP9,FADD
CASP9,FYN
CASP9,JUN
CASP9,NFKB2
CASP9,PRKCI
CASP9,PSEN1
CASP9,PSMD12
CASP9,RAF1
CASP9,RIPK1
CASP9,SMAD2
CASP9,STAT5A
CASP9,STUB1
CASP9,TRADD
CAV1,CRKL
CAV1,CSK
CAV1,ERBB2
CAV1,FGR
CAV1,GRB10
CAV1,LYN
CAV1,RHOA
CAV1,SRC
CAV1,STAT1
CAV1,STAT5A
CAV1,STAT5B
CBL,ABL1
CBL,BCAR1
CBL,CASP3
CBL,CAV1
CBL,CDC25A
CBL,CDC25C
CBL,CRK
CBL,CRKL
CBL,CSK
CBL,CTNNB1
CBL,DAB2
CBL,EPOR
CBL,ERBB2
CBL,FGR
CBL,FLNA
CBL,FYN
CBL,GRB10
CBL,GRB2
CBL,GRB7
CBL,HD
CBL,JAK1
CBL,KRT18
CBL,LCK
CBL,LYN
CBL,MET
CBL,NCK2
CBL,PARD3
CBL,PIK3R2
CBL,PRKCZ
CBL,PTPN12
CBL,RAF1
CBL,SHC1
CBL,SOS1
CBL,SRC
CBL,STAT1
CBL,STAT3
CBL,STAT5A
CBL,STAT5B
CBL,SVIL
CBL,TGFBR1
CBL,VAV2
CBL,WASL
CBLB,ABL1
CBLB,BCAR1
CBLB,CASP3
CBLB,CRK
CBLB,CRKL
CBLB,CSK
CBLB,DAB2
CBLB,EPOR
CBLB,ERBB2
CBLB,FGR
CBLB,FLNA
CBLB,FYN
CBLB,GRB10
CBLB,GRB2
CBLB,GRB7
CBLB,HD
CBLB,JAK1
CBLB,LCK
CBLB,LYN
CBLB,MET
CBLB,PIK3R2
CBLB,PTK2
CBLB,PTPN12
CBLB,SHC1
CBLB,SOS1
CBLB,SRC
CBLB,STAT1
CBLB,STAT3
CBLB,STAT5A
CBLB,STAT5B
CBLB,SVIL
CBLB,VAV2
CBLB,WASL
CCNA2,CCNB1
CCNA2,CCNB2
CCNA2,CCND1
CCNA2,CCNE1
CCNA2,CCNH
CCNA2,CDC25A
CCNA2,CDK2
CCNA2,CDK4
CCNA2,CDK7
CCNA2,CEBPA
CCNA2,E2F4
CCNA2,HDAC1
CCNA2,ID2
CCNA2,MCM7
CCNA2,MYB
CCNA2,RBL1
CCNA2,SP1
CCNB1,CCNB2
CCNB1,CCNE1
CCNB1,CDC2
CCNB1,CDC25A
CCNB1,CDC25C
CCNB1,CDC42
CCNB1,CDK2
CCNB1,CDK4
CCNB1,CTNNB1
CCNB1,FLNA
CCNB1,FOXO1A
CCNB1,FZR1
CCNB1,GIT1
CCNB1,HDAC6
CCNB1,HSPA8
CCNB1,ID2
CCNB1,LCK
CCNB1,MCM7
CCNB1,PKN1
CCNB1,PRKCA
CCNB1,PSMC2
CCNB1,RAC1
CCNB1,TP53
CCNB1,TRAF2
CCNB2,ABL1
CCNB2,CCNE1
CCNB2,CCNH
CCNB2,CDC25A
CCNB2,CDC25B
CCNB2,CDC25C
CCNB2,CDK2
CCNB2,CDK7
CCNB2,CDKN1A
CCNB2,ETS1
CCNB2,FOXO1A
CCNB2,FZR1
CCNB2,ID3
CCNB2,MCM5
CCNB2,MCM7
CCNB2,PRKCA
CCNB2,PSMC2
CCNB2,RBL1
CCNB2,RBL2
CCNB2,RPS11
CCND1,CDK4
CCND1,CDKN1A
CCND1,CEBPA
CCND1,DYRK1A
CCND1,HDAC1
CCND1,HDAC2
CCND1,LCK
CCND1,PRKCI
CCND1,RBL1
CCND1,SMAD2
CCND1,SMAD3
CCND1,TGFBR1
CCNE1,BRCA1
CCNE1,CDC25A
CCNE1,CDK4
CCNE1,CDKN1A
CCNE1,CEBPA
CCNE1,DYRK1A
CCNE1,HDAC1
CCNE1,HDAC2
CCNE1,LCK
CCNE1,PRKCI
CCNE1,RBL1
CCNE1,SMAD2
CCNE1,SMAD3
CCNE1,TGFBR1
CCNH,CDC2
CCNH,CDC25A
CCNH,CDK2
CCNH,CDK7
CCNH,CTNNB1
CCNH,FZR1
CCNH,ITGB4BP
CCNH,LYN
CCNH,MCM5
CCNH,TCF3
CD30,JUNB
CD30,NFKB1
CD30,TRAF2
CD30,TRAF3
CD30,TRAF5
CD44,ERBB2
CD44,JUN
CD44,MMP7
CD44,PRKCI
CD44,RAF1
CD44,SMAD2
CD44,SMAD3
CD44,STAT5A
CD44,TGFB1
CDC2,CDC25C
CDC2,CDK2
CDC2,HDAC1
CDC2,HDAC2
CDC2,STAT1
CDC2,STAT5A
CDC16,BRCA1
CDC16,CCNA2
CDC16,CCNB2
CDC16,CDC2
CDC16,CDC25A
CDC16,CDK2
CDC16,CDK7
CDC16,CTNNB1
CDC16,FZR1
CDC16,ITGB4BP
CDC16,LYN
CDC16,MCM5
CDC16,PSMC2
CDC16,TCF3
CDC23,AKT1
CDC23,ANAPC2
CDC23,BAD
CDC23,CCNB1
CDC23,CCNB2
CDC23,CDC16
CDC23,CDC25A
CDC23,CDC25C
CDC23,CDC27
CDC23,CDK2
CDC23,FOXO1A
CDC23,FZR1
CDC23,KRT18
CDC23,PARD3
CDC23,PIK3R2
CDC23,PRKCA
CDC23,PRKCI
CDC23,PSMC2
CDC23,RAF1
CDC23,VIM
CDC25A,CDC25C
CDC25A,CDK2
CDC25A,CDK7
CDC25A,CDKN1A
CDC25A,CEBPA
CDC25A,CSK
CDC25A,ERBB2
CDC25A,ETS1
CDC25A,FZR1
CDC25A,ID3
CDC25A,KRT18
CDC25A,NFYA
CDC25A,NRAS
CDC25A,PARD3
CDC25A,PIK3R2
CDC25A,PRKACA
CDC25A,PRKCZ
CDC25A,RAF1
CDC25A,RBL1
CDC25A,RBL2
CDC25A,SALL1
CDC25A,SMAD1
CDC25A,SMAD2
CDC25A,SRC
CDC25A,TGFBR1
CDC25B,FGR
CDC25B,LYN
CDC25C,CAMK2D
CDC25C,CCNA2
CDC25C,CDC25B
CDC25C,CDK2
CDC25C,CDKN1A
CDC25C,FLNA
CDC25C,MAPK14
CDC25C,PIN1
CDC25C,PKN1
CDC25C,TP53
CDC27,FZR1
CDC34,CUL1
CDC34,RAN
CDC34,RBX1
CDC34,RELA
CDC37,FZR1
CDC37,HDAC1
CDC37,HDAC2
CDC42,AKT1
CDC42,IQGAP2
CDC42,PIK3R1
CDC42,PRKCI
CDC42,PRKCZ
CDC42,SRC
CDC42,WASL
CDK2,CDK4
CDK2,CDK7
CDK2,CDKN1A
CDK2,CTNNB1
CDK2,FGR
CDK2,FZR1
CDK2,GIT1
CDK2,HDAC2
CDK2,ID2
CDK2,MCM5
CDK2,MCM7
CDK2,PRKCA
CDK2,PSMC2
CDK2,RBL1
CDK2,SMAD1
CDK2,SMAD2
CDK2,STAT1
CDK2,STAT5A
CDK2,TCF3
CDK2,TGFBR1
CDK4,CDK6
CDK4,CDKN1A
CDK4,CTCF
CDK4,MCM5
CDK4,MCM7
CDK4,PKN2
CDK4,PRKACA
CDK4,RBL1
CDK4,SIN3A
CDK4,SMAD1
CDK4,SMAD2
CDK4,SMAD3
CDK4,SP1
CDK4,TGFB1
CDK4,TGFBR1
CDK6,SMAD1
CDK6,SMAD2
CDK6,SMAD3
CDK6,TGFB1
CDK7,FRAP1
CDK7,FZR1
CDK7,ID2
CDK7,ID3
CDK7,MAPK14
CDK7,RBL1
CDK7,TP53
CDKN1A,FZR1
CDKN1A,HDAC1
CDKN1A,HDAC2
CEACAM1,CRKL
CEACAM1,ERBB2
CEACAM1,STAT5A
CEACAM1,STAT5B
CEBPA,CRKL
CEBPA,KPNA2
CEBPA,SMAD2
CEBPA,SMAD3
CEBPA,STAT1
CEBPA,STAT3
CEBPA,STAT5B
CEBPA,TCF3
CEBPB,ATF3
CEBPB,CCND1
CEBPB,CDK2
CEBPB,FOS
CEBPB,MAPK14
CEBPB,MYB
CEBPB,MYC
CEBPB,NFKB1
CEBPB,RELA
CEBPB,SMAD4
CEBPB,SP1
CEBPB,STAT5A
CHK,AXIN1
CHK,CCNA2
CHK,CCND1
CHK,CDK2
CHK,CDK4
CHK,CDKN1A
CHK,CSNK1A1
CHK,CSNK1D
CHK,CSNK1E
CHK,PRKAR2A
CIAP1,AKT1
CIAP1,CASP3
CIAP1,CASP7
CIAP1,CASP8
CIAP1,CASP9
CIAP1,FADD
CIAP1,NFKB1
CIAP1,RIPK1
CIAP1,TRADD
CIAP1,TRAF2
CIAP1,TRAF3
CIAP1,TRAF6
CIAP2,CASP2
CIAP2,CASP3
CIAP2,CASP7
CIAP2,CASP8
CIAP2,CASP9
CIAP2,FADD
CIAP2,MYB
CIAP2,NFKB1
CIAP2,RELA
CIAP2,RIPK1
CIAP2,TRADD
CIAP2,TRAF2
CIAP2,TRAF3
CIAP2,TRAF6
CIN85,AP2A1
CIN85,AP2B1
CIN85,BCAR1
CIN85,CDC42
CIN85,DAB2
CIN85,EPS15
CIN85,GRB2
CIN85,HGS
CIN85,MET
CIN85,PIK3R1
CIN85,SPRY2
CIN85,SRC
CIN85,TRADD
CIR,HDAC1
CIR,HDAC2
CIR,HDAC6
CIR,MTA2
CIR,NCOR1
CIR,SAP18
CIR,SNW1
CK2A1,APPL2
CK2A1,CTNNB1
CK2A1,DVL1
CK2A1,DVL2
CK2A1,DVL3
CK2A1,FOS
CK2A1,HDAC1
CK2A1,HDAC2
CK2A1,JUN
CK2A1,MTA2
CK2A1,MYC
CK2A1,PLD2
CK2A1,RBBP7
CK2A1,RELA
CK2A1,SIN3A
CK2A2,CDC37
CK2A2,CTNNB1
CK2A2,DVL1
CK2A2,DVL2
CK2A2,DVL3
CK2A2,FOS
CK2A2,HDAC1
CK2A2,JUN
CK2A2,MYC
CK2A2,PIN1
CK2A2,RELA
CK2B,CSNK1A1
CK2B,CSNK1D
CK2B,CSNK1E
CK2B,FAF1
CK2B,MBP
CK2B,MTIF2
CK2B,PRKAR2A
CLCA1,SP1
CLCA1,YY1
CLTC,EPS15
CLTC,HDAC1
CLTC,HDAC2
CLTC,HGS
CLTC,KRT18
CLTC,NUP153
CLTC,PAPOLA
CLTC,SMAD2
CLTC,SMAD3
CLTC,WASL
CNTN1,BCAR1
CNTN1,CASP3
CNTN1,JAG1
COPS3,COPS5
COPS3,EIF4E
COPS3,NRAS
COPS3,PSMD12
COPS3,PSMD4
COPS3,SMAD1
COPS5,PSMD12
COPS5,SMAD2
COPS5,SMAD3
CREB,ATF2
CREB,BRCA1
CREB,CAMK2G
CREB,FOS
CREB,HIPK2
CREB,JUN
CREB,JUND
CREB,PRKACA
CREB,PRKAR2A
CREB,SP1
CREBBP,BRCA1
CREBBP,CTBP1
CREBBP,CTNNB1
CREBBP,E2F5
CREBBP,ETS1
CREBBP,HDAC1
CREBBP,JUN
CREBBP,MAML1
CREBBP,MYB
CREBBP,MYC
CREBBP,NCOA3
CREBBP,NFKB1
CREBBP,RELA
CREBBP,SMAD2
CREBBP,SMAD4
CREBBP,STAT1
CREBBP,STAT3
CREBBP,TP53
CREBBP,YY1
CRK,CSK
CRK,ERBB2
CRK,FGR
CRK,FYN
CRK,GRB2
CRK,JAK1
CRK,LCK
CRK,LYN
CRK,MET
CRK,PTK2
CRK,SRC
CRK,STAT1
CRK,STAT3
CRK,STAT5A
CRKL,CDC42
CRKL,CSK
CRKL,CSNK1E
CRKL,EPOR
CRKL,FGR
CRKL,FYN
CRKL,GIT1
CRKL,GLG1
CRKL,GRB10
CRKL,GRB2
CRKL,GRB7
CRKL,JAK1
CRKL,LCK
CRKL,LYN
CRKL,MET
CRKL,NCK2
CRKL,PIK3R2
CRKL,PPP2CA
CRKL,PRKCA
CRKL,PTK2
CRKL,PTPN12
CRKL,RAC1
CRKL,RAF1
CRKL,SMAD3
CRKL,SOCS3
CRKL,SOCS5
CRKL,SOS1
CRKL,SRC
CRKL,STAT1
CRKL,STAT3
CRKL,STAT5A
CRKL,STAT5B
CRKL,TGFBR1
CRKL,TRAF2
CRKL,VAV3
CRKL,WASL
CRM1,CCNB1
CRM1,CRK
CRM1,CTNNB1
CRM1,HDAC1
CRM1,NFKB1
CRM1,NUP153
CRM1,NUP214
CRM1,RAN
CRM1,RELA
CRM1,STAT1
CRM1,TP53
CSF2RB,ABL1
CSF2RB,BCAR1
CSF2RB,CASP3
CSF2RB,CCNH
CSF2RB,CRKL
CSF2RB,CSK
CSF2RB,FGR
CSF2RB,FYN
CSF2RB,JAK1
CSF2RB,LYN
CSF2RB,PIK3R2
CSF2RB,STAT1
CSF2RB,STAT3
CSF2RB,STAT5A
CSF2RB,STAT5B
CSK,ABL1
CSK,CTBP1
CSK,DAB2
CSK,EPOR
CSK,FGR
CSK,FYN
CSK,GRB10
CSK,GRB2
CSK,HD
CSK,JAK1
CSK,KPNA2
CSK,LCK
CSK,LYN
CSK,MET
CSK,NCK2
CSK,PIK3CD
CSK,PIK3R2
CSK,PLCG1
CSK,PLD2
CSK,PRKAR1A
CSK,PRKCA
CSK,PTK2
CSK,RAF1
CSK,SHC1
CSK,SMAD1
CSK,SMAD2
CSK,SMAD3
CSK,SOCS3
CSK,SRC
CSK,STAT1
CSK,STAT3
CSK,STAT5A
CSK,STAT5B
CSK,TCF3
CSK,TGFBR1
CSNK1D,CSNK1A1
CSNK1D,DVL2
CSNK1D,DVL3
CSNK1D,IKBKAP
CSNK1E,EPS15
CSNK1E,FYN
CSNK1E,IKBKAP
CSNK1E,JUP
CSNK1E,STAT5A
CSNK1E,STAT5B
CTBP1,DAXX
CTBP1,ETS1
CTBP1,HD
CTBP1,HDAC1
CTBP1,MYB
CTBP1,NCOA3
CTBP1,PIK3CD
CTBP1,RELA
CTBP1,SMAD2
CTBP1,SPEN
CTBP1,STAT1
CTBP1,TCF3
CTBP1,ZFHX1B
CTBP2,CDH1
CTBP2,HDAC1
CTBP2,HDAC2
CTCF,SP1
CTNNB1,FYN
CTNNB1,HDAC1
CTNNB1,HDAC2
CTNNB1,JUP
CTNNB1,NOTCH2
CTNNB1,PSEN1
CTNNB1,SMAD1
CTNNB1,SMAD2
CTNNB1,SMAD3
CTNNB1,SMURF2
CTNNB1,TGFBR1
CUL1,AXIN1
CUL1,CDK2
CUL1,CDKN1A
CUL1,COPS5
CUL1,CTNNB1
CUL1,FBXW7
CUL1,FZR1
CUL1,NFKB1
CUL1,PSMD7
CUL1,RBX1
CUL1,SKP1
CUL1,SKP2
CUL1,SMAD3
DAAM1,ARF4
DAB2,FGR
DAB2,FYN
DAB2,LYN
DAB2,PIK3R2
DAB2,SMAD1
DAB2,SMAD2
DAB2,SMAD3
DAB2,SOS1
DAB2,STAT1
DAB2,STAT5A
DAB2,TGFB1
DAB2,WASL
DAP,FADD
DAP,TNIP1
DAXX,FADD
DAXX,HDAC1
DAXX,KPNA2
DAXX,RIPK1
DAXX,SIN3A
DAXX,SMAD2
DAXX,SMAD3
DAXX,SP1
DAXX,STAT1
DAXX,TCF3
DCP1A,CSNK1D
DCP1A,CSNK1E
DCP1A,HSPA8
DCP1A,NCK2
DDEF1,ARF4
DDEF1,CRK
DDEF1,GRB2
DDEF1,PTK2
DDEF1,PXN
DDEF1,SRC
DDX3,CCNA2
DDX3,CCNE1
DDX3,G3BP2
DDX3,SP1
DDX3,TBK1
DLL1,JAG1
DLL1,MFNG
DLL1,NOTCH2
DLL1,PSEN1
DLL1,PSEN2
DNM,ARRB2
DNM,CAV1
DNM,EPS15
DNM,GRB2
DNM,JAG1
DNM,PIAS1
DNM,PIK3R1
DNM,PLCG1
DNM,SP1
DNM,SRC
DOK1,ABL1
DOK1,AXIN1
DOK1,BCAR1
DOK1,CASP3
DOK1,CRKL
DOK1,CSK
DOK1,FGR
DOK1,FYN
DOK1,GRB10
DOK1,LCK
DOK1,LYN
DOK1,NCK2
DOK1,PIK3R2
DOK1,PKN2
DOK1,SOS1
DOK1,SRC
DOK1,STAT5A
DOK1,STAT5B
DOK1,TGFBR1
DOK1,TRAF2
DOK1,WASL
DSP,FOS
DTX1,GIT1
DTX1,RIPK1
DVL1,ARRB2
DVL1,AXIN1
DVL1,CSNK1E
DVL1,CTNNB1
DVL1,CTNND1
DVL1,DVL2
DVL1,DVL3
DVL1,FZD1
DVL1,FZD4
DVL1,FZD5
DVL1,FZD7
DVL1,FZD9
DVL1,LRP6
DVL1,NKD1
DVL1,NOTCH2
DVL1,RAC1
DVL2,CSNK1A1
DVL2,DVL3
DVL2,JUP
DVL3,CSNK1A1
DVL3,JUP
DVL3,SMAD3
DYRK1A,HGS
DYRK1A,JUP
DYRK1A,SMAD1
DYRK1A,SMAD2
DYRK1A,SMAD3
DYRK1A,TGFB1
