# Protein-1,# Protein-2
PSMC3,PSMD1
PSMC3,PSMD12
PSMC3,PSMD4
PSMC3,PSMD7
PSMD1,CLTC
PSMD1,PSMD12
PSMD1,PSMD3
PSMD1,PSMD4
PSMD1,PSMD7
PSMD3,PSMD12
PSMD3,PSMD4
PSMD3,PSMD7
PSMD4,PSMD12
PSMD4,PSMD7
PSMD4,RELA
PSMD4,SUMO2
PSMD7,PSMD12
PSMD12,NFKB2
PSMD12,RIPK1
PTK2,ABL1
PTK2,SHC1
PTK2,STAT1
PTK2,STAT2
PTK2,STAT3
PTK2,STAT5A
PTK2,STAT5B
PTPN12,APC
PTPN12,PRKAR1A
PTPN12,SOS1
PTPN12,STAT1
PTPN12,STAT5A
PTPN12,STAT5B
RAC1,SMAD2
RAC1,SMAD3
RACK1,GRB2
RACK1,NSMAF
RACK1,PRKCD
RACK1,RPL4
RACK1,RPS13
RACK1,SDC2
RACK1,SHC1
RACK1,SOS1
RAF1,PAPOLA
RAF1,PRKACA
RAF1,PRKAR1A
RAF1,RHOA
RAF1,SF1
RAF1,SMAD2
RAF1,SMAD4
RAF1,STAT1
RAF1,STAT3
RAF1,STAT5A
RAF1,STAT5B
RAF1,TP53
RALBP1,ABL1
RALBP1,CDC42
RALBP1,JAK1
RALBP1,JAK2
RALBP1,KIT
RALBP1,LYN
RALBP1,NRAS
RALBP1,RAC1
RALBP1,RALB
RALBP1,RAN
RALBP1,RHOA
RAN,HDAC1
RAN,NUP214
RAN,RANBP9
RAN,RELA
RAN,SUMO1
RB,FHL2
RBL2,REL
RBL2,RELA
RBL2,SP1
REL,RELA
RELA,RGS16
RELA,SMAD2
RELA,SMAD3
RELA,SP1
RELA,STAT1
RELA,STAT3
RELA,STAT5A
RELA,STAT5B
RELA,TP53
REPS1,GRB2
REPS1,RALB
REPS1,RALBP1
REQ,FHL2
RHOA,PRKAR1A
RHOA,SMAD1
RHOA,SMAD2
RHOA,SMAD3
RIP2,AKT1
RIP2,CDC42
RIP2,PTK2
RIP2,RAC1
RIP2,RHOA
RIPK1,NFKB2
RIPK1,STAT1
RKIP,CDH1
RKIP,NFKB1
RKIP,PRKCD
RKIP,PRKCZ
RKIP,RAF1
RKIP,SPRED1
RPA5,POLR1A
RPA5,POLR1B
RPL4,RPL8
RPL4,STAT5A
RSK1,AP2B1
RSK1,FOS
RSK1,GRB2
RSK1,NRAS
RSK1,PRKAR2A
RSK2,ELK4
RSK2,ETS1
RSK2,NRAS
RSK3,AP2B1
RSK3,FOS
RSK3,NRAS
SAM68,CBL
SAM68,CD44
SAM68,GRB2
SAM68,LYN
SAM68,PIK3R1
SAM68,STAT3
SAP97,UBE3A
SF1,APC
SHP2,AKT1
SHP2,EGFR
SHP2,GAB1
SHP2,GRB2
SHP2,JAK1
SHP2,JAK2
SHP2,KIT
SHP2,MET
SHP2,NRAS
SHP2,PIK3R1
SHP2,PTK2
SHP2,PXN
SHP2,SOS1
SHP2,STAT1
SHP2,STAT3
SHP2,STAT5A
SIN3A,SMARCC2
SIN3A,SP1
SIN3A,SPEN
SINK,AKT1
SINK,AKT2
SINK,ATF2
SINK,ATF3
SINK,PPP2CA
SINK,RELA
SKIL,SMAD1
SKIL,SMAD2
SKIL,SMAD3
SKP1,BTRC
SKP1,CDKN1A
SKP1,CTNNB1
SKP1,FBXW7
SKP1,NFKB1
SKP1,PSMC2
SKP1,PSMD12
SMAD1,NUP153
SMAD1,NUP214
SMAD1,RAN
SMAD1,SMAD2
SMAD1,SMAD3
SMAD1,SMAD4
SMAD1,SP1
SMAD1,TGFBR1
SMAD1,TGFBR2
SMAD1,TP53
SMAD1,VDR
SMAD1,VIM
SMAD2,NCOA3
SMAD2,NUP153
SMAD2,NUP214
SMAD2,RAN
SMAD2,SMAD3
SMAD2,SMAD4
SMAD2,SP1
SMAD2,SPEN
SMAD2,STAT1
SMAD2,STAT2
SMAD2,STAT3
SMAD2,STAT5A
SMAD2,TGFBR1
SMAD2,TGFBR2
SMAD2,TP53
SMAD2,VDR
SMAD2,VIM
SMAD3,NCOA3
SMAD3,NUP153
SMAD3,NUP214
SMAD3,RAN
SMAD3,SMAD4
SMAD3,SP1
SMAD3,SPEN
SMAD3,STAT1
SMAD3,STAT2
SMAD3,STAT3
SMAD3,TGFBR1
SMAD3,TGFBR2
SMAD3,TP53
SMAD3,VDR
SMAD4,STAT1
SMAD4,TGFBR1
SMAD4,TP53
SMARCB1,CCND1
SMARCB1,CDKN1A
SMARCB1,HDAC1
SMARCB1,MYC
SMARCB1,NCOR1
SMARCB1,SIN3A
SMARCB1,SMARCA4
SMARCB1,SMARCC1
SMARCB1,SMARCC2
SMARCB1,TP53
SMARCB1,VIM
SMARCC1,HDAC1
SMARCC1,HDAC2
SMARCC1,HDAC6
SMARCC1,NCOR1
SMARCC1,NFYA
SMARCC1,PCAF
SMARCC1,SMARCA4
SMARCC1,VDR
SMARCC2,SMARCA4
SMARCC2,SMARCC1
SMURF1,CAV1
SMURF1,CDC42
SMURF1,EGFR
SMURF1,HDAC1
SMURF1,KIT
SMURF1,MET
SMURF1,PML
SMURF1,RHOA
SMURF1,SMAD1
SMURF1,SMAD2
SMURF1,SMAD3
SMURF1,SMAD4
SMURF1,TGFBR1
SMURF1,TGFBR2
SNW1,MYC
SNW1,NOTCH1
SNW1,NOTCH2
SNW1,NOTCH3
SNW1,RBL2
SNW1,SMAD2
SNW1,SMAD3
SNW1,VDR
SNX1,EGFR
SNX1,RAC1
SNX1,SNX6
SNX6,JAK1
SOCS6,ABL1
SOCS6,EGFR
SOCS6,FES
SOCS6,JAK1
SOCS6,JAK2
SOCS6,KIT
SOCS6,LYN
SOCS6,MET
SOCS6,PTK2
SODD,BAG1
SODD,CASP2
SODD,DAXX
SODD,HSPA8
SODD,NFKB1
SODD,NKIRAS2
SODD,PSMD3
SODD,RIPK1
SOS1,ABL1
SOS1,APC
SOS1,SHC1
SOS1,SOS2
SOS1,STAT3
SOS1,STAT5A
SOS1,SVIL
SOS2,STAT5A
SP1,SPEN
SP1,STAT2
SP1,STAT3
SP1,SUMO2
SPEN,STAT1
SPRY2,LRP1
STAT1,ABL1
STAT1,NCOA3
STAT1,PAPOLA
STAT1,RAC1
STAT1,RAN
STAT1,STAT2
STAT1,STAT3
STAT1,STAT5A
STAT1,STAT5B
STAT1,TP53
STAT1,VDR
STAT2,ABL1
STAT2,STAT3
STAT2,STAT5A
STAT2,STAT5B
STAT3,CCND1
STAT3,MYC
STAT3,RAC1
STAT5A,NUP153
STAT5A,PAPOLA
STAT5A,RAC1
STAT5A,SHC1
STAT5A,STAT3
STAT5A,STAT5B
STAT5A,TP53
STAT5A,VDR
STAT5B,ABL1
STAT5B,NUP153
STAT5B,RAC1
STAT5B,STAT3
STAT5B,VDR
SUMO1,SMARCA4
SUMO1,SUMO2
SUMO1,ZNF259
SVIL,APC
TAB2,HIPK2
TAB2,NCOR1
TAB2,NFKB1
TAB2,RIPK1
TAB2,TGFBR1
TAB2,TGFBR2
TAK1,TAB2
TAK1,VDR
TCF4,TCF12
TFDP2,CDC25A
TFDP2,CDC25B
TGFB2,TGFBR2
TGFBR1,NUP214
TGFBR1,RAN
TGFBR1,TGFBR2
TGFBR1,VDR
TNAP,DKK1
TNAP,SMAD1
TNAP,TRAF3
TNIP1,NFKB1
TP53,NUP153
TP53,RAN
TRAILR1,NFKB1
TRAILR1,RIPK1
TRAILR1,TP53
TRUSS,APH1A
TRUSS,APP
TRUSS,CTNNB1
TRUSS,MYC
TRUSS,NCOR1
TRUSS,NOTCH1
TRUSS,PSEN2
TRUSS,RIPK1
TRUSS,UBE2D1
UBCH5B,BTRC
UBCH5B,CBL
UBCH5B,CUL1
UBCH5B,MDM2
UBCH5B,SUMO1
UBCH5B,UBE3A
UBCH5C,PPP2CA
UBCH5C,RAN
UBE3A,HDAC1
UBE3A,MCM7
UBE3A,MDM2
UBE3A,SAP18
UBE3A,SIN3A
UBE3A,TP53
UBE3A,UBE2D1
UBE3A,UBE2L3
USP9,CCND1
USP9,SUMO1
USP9,SUMO2
VDR,STAT3
VIM,PRKAR1A
WNT5A,FZD7
YES,ABL1
YES,CBLB
YES,CTNND1
YES,EGFR
YES,GRB7
YES,LYN
YES,RAC1
YES,SOS1
ZIN,RIPK1
ZIN,STAT3
ZIN,UBE2L3
ZNF216,RELA
ZNF216,RIPK1
