# Protein-1,# Protein-2
SMAD4,TGFBR1
SMAD4,TP53
SMAD6,ARF4
SMARCB1,CCND1
SMARCB1,CDKN1A
SMARCB1,HDAC1
SMARCB1,MYC
SMARCB1,NCOR1
SMARCB1,SMARCA4
SMARCB1,SMARCC1
SMARCB1,SMARCC2
SMARCB1,SMARCE1
SMARCB1,TP53
SMARCB1,VIM
SMARCC1,CREBBP
SMARCC1,FOXO1A
SMARCC1,HDAC1
SMARCC1,HDAC2
SMARCC1,HDAC6
SMARCC1,MYB
SMARCC1,NCOR1
SMARCC1,SMARCA4
SMARCC1,VDR
SMARCC2,SMARCA4
SMARCC2,SMARCC1
SMARCC2,TBP
SMRT,CTBP1
SMRT,NCOR1
SNW1,CDK9
SNW1,CREBBP
SNW1,MYC
SNW1,NOTCH2
SNW1,SMAD2
SNW1,VDR
SNX1,HGS
SNX1,RAC1
SNX1,SNX2
SNX4,ABL1
SNX4,AKT1
SNX4,BTK
SNX4,CDK9
SNX4,CSK
SNX4,RIPK1
SOCS1,STAT1
SOCS1,STAT3
SOCS1,STAT5A
SOCS1,STAT5B
SP1,CREBBP
SP1,SPEN
SP1,STAT2
SP1,STAT3
SP1,SUMO2
SPEN,STAT1
STAT1,ABL1
STAT1,PAPOLA
STAT1,RAC1
STAT1,RAN
STAT1,STAT2
STAT1,STAT3
STAT1,STAT5A
STAT1,STAT5B
STAT1,TP53
STAT1,VDR
STAT2,ABL1
STAT2,STAT3
STAT2,STAT5A
STAT2,STAT5B
STAT3,CCND1
STAT3,MYC
STAT3,RAC1
STAT5A,CREBBP
STAT5A,PAPOLA
STAT5A,RAC1
STAT5A,SHC1
STAT5A,STAT3
STAT5A,STAT5B
STAT5A,TP53
STAT5A,TRADD
STAT5A,VDR
STAT5B,ABL1
STAT5B,CREBBP
STAT5B,RAC1
STAT5B,STAT3
STAT5B,TRADD
STAT5B,VDR
SVIL,APC
SVIL,TRADD
SVIL,WASL
TAB1,MAP2K6
TAB1,RIPK1
TAB1,SMAD6
TAB1,TAB2
TAB1,TGFBR1
TAB1,TGFBR2
TAB1,TRADD
TAB1,TRAF2
TAB1,TRAF6
TAB2,MAP2K6
TAB2,NCOR1
TAB2,NFKB1
TAB2,RIPK1
TAB2,SMAD6
TAB2,TGFBR1
TAB2,TGFBR2
TAB2,TRADD
TAB2,TRAF2
TAB2,TRAF6
TBP,SMARCA4
TBP,SMARCB1
TCF4,CREBBP
TGFBR1,CREBBP
TGFBR1,NUP214
TGFBR1,RAN
TGFBR1,TGFBR2
TGFBR1,VDR
TGFBR2,CREBBP
TIP1,CTNNB1
TIP1,SOCS1
TIP60,APP
TIP60,HDAC1
TIP60,MYC
TIP60,NCOR1
TIP60,NFKB1
TIP60,STAT3
TIP60,TP53
TNFR1,CASP10
TNFR1,CASP2
TNFR1,CYLD
TNFR1,FADD
TNFR1,NFKB1
TNFR1,NSMAF
TNFR1,RELA
TNFR1,RIPK1
TNFR1,STAT1
TNFR1,TAB1
TNFR1,TRADD
TNFR1,TRAF2
TNFR1,TRAF6
TNFR2,NFKB1
TNFR2,RIPK1
TNFR2,STAT1
TNFR2,TRADD
TNFR2,TRAF2
TNIP1,NFKB1
TP53,RAN
TRADD,CREBBP
TRADD,STAT3
TRADD,TRAF2
TRAF2,WASL
TRAF6,TRAF2
TRUSS,APH1A
TRUSS,APP
TRUSS,CTNNB1
TRUSS,MYC
TRUSS,NCOR1
TRUSS,RIPK1
TRUSS,TRADD
TRUSS,TRAF2
UBC9,DSP
UBC9,STAT5A
UBCH5C,PPP2CA
UBCH5C,RAN
UXT,RPL4
VANGL2,AXIN1
VANGL2,CALR
VANGL2,CTNNB1
VANGL2,DAAM1
VANGL2,DVL3
VANGL2,FZD7
VAV2,ABL1
VAV2,WASL
VDR,STAT3
VIM,CREBBP
VIM,PRKAR1A
WASL,ABL1
WASL,APC
WASL,CRK
WASL,RAC1
WASL,SHC1
WASL,SNX1
WASL,STAT3
YES,ABL1
YES,BTK
YES,CBLB
YES,CSK
YES,CTNND1
YES,PLCG1
YES,RAC1
